SRR3724066 SRR3724068 SRR3724070 SRR3724072 SRR3724074 SRR3724076 SRR3724078 SRR3724079 SRR3724081 SRR3724084 SRR3724086 SRR3724088 SRR3724091 SRR3724093 SRR3724095 SRR3724097 SRR3724099 SRR3724101 SRR3724102 SRR3724104 SRR3724106 SRR3724108 SRR3724110 SRR3724113 SRR3724125 SRR3724127 SRR3724129 SRR3724131 SRR3724133 SRR3724134 SRR3724136 SRR3724138 SRR3724140 SRR3724142 SRR3724145 SRR3724147 SRR3724149 SRR3724151 SRR3724153 SRR3724155 SRR3724156 SRR3724158 SRR3724160 SRR3724162 SRR3724164 SRR3724167 SRR3724169 SRR3724171
ZT3D7_G6996 0 0 0 0 0 0 0 3 2 2 1 0 1 1 2 6 9 0 28 33 48 43 0 2 0 0 3 0 0 2 21 8 61 111 112 0 1 0 6 0 0 6 1 4 11 38 38 54
ZT3D7_G6997 0 0 0 2 0 23 0 6 17 0 1 0 0 2 1 42 13 1 52 32 29 40 0 4 1 0 4 2 0 6 33 21 37 61 55 0 0 1 34 0 4 9 34 21 33 97 85 145
ZT3D7_G6998 0 1 2 11 1 349 1 1010 719 8 20 6 4 10 6 492 187 1 1848 306 982 556 0 12 2 0 10 1 0 28 849 206 552 489 746 4 4 1 90 1 6 10 110 184 92 738 313 968
ZT3D7_G6999 1 3 4 11 3 76 0 84 122 10 5 0 6 3 19 482 203 0 779 112 139 121 3 3 0 7 9 7 4 18 345 148 190 183 284 2 4 1 49 6 21 16 110 103 99 197 138 169
ZT3D7_G7000 1 3 10 5 2 1500 4 1117 1186 23 26 16 25 13 37 479 214 1 1121 1569 2074 1987 6 6 3 9 11 10 5 17 358 167 1268 1420 2034 7 10 18 200 5 20 17 119 102 93 2667 1752 1790
ZT3D7_G7001 0 4 1 1 0 95 0 51 97 3 1 0 2 2 6 39 12 0 34 78 110 92 0 1 0 1 0 0 0 6 16 16 29 51 64 2 0 0 8 0 3 1 5 4 9 136 113 155
ZT3D7_G7002 1 2 1 5 2 1605 1 1290 1232 0 2 1 2 5 5 85 32 0 373 1514 1619 1538 3 1 0 1 3 3 2 13 139 20 545 821 840 3 2 0 193 1 4 1 43 10 36 3246 1871 2280
ZT3D7_G7003 2 13 3 12 4 1012 1 1006 972 9 4 5 7 5 16 194 49 1 448 952 1407 1164 0 0 2 4 1 10 4 17 198 32 1097 1357 1838 1 4 10 144 2 7 16 26 34 46 1796 1389 1843
ZT3D7_G7004 0 1 2 3 2 208 0 131 68 0 0 0 0 0 0 50 33 0 154 348 346 284 1 0 0 0 0 1 1 4 37 1 33 49 71 1 2 0 14 0 0 0 9 10 22 167 121 400
ZT3D7_G7005 0 0 1 3 2 199 2 165 178 3 15 1 4 0 3 121 20 0 298 331 452 415 1 1 0 1 3 0 0 7 81 44 216 235 280 1 2 1 21 2 4 3 24 8 5 391 242 561
ZT3D7_G7006 0 1 1 5 0 124 0 91 133 34 10 4 10 24 25 635 298 12 661 122 219 149 55 9 43 1 6 7 0 14 146 101 130 175 167 28 38 44 47 3 5 22 279 221 126 292 372 377
ZT3D7_G7007 2 5 5 20 3 6523 3 5225 5703 15 30 26 21 23 61 1168 283 1 2834 3139 3820 3200 2 32 3 12 24 11 9 16 315 137 3599 4199 5776 9 18 42 375 5 10 21 73 55 116 6110 5234 5459
ZT3D7_G7008 0 2 1 4 6 259 0 220 262 4 14 6 9 5 16 161 50 0 503 266 281 291 4 0 1 2 3 3 0 4 76 20 263 306 422 11 9 7 47 0 16 14 26 19 24 643 478 659
ZT3D7_G7009 0 0 1 4 0 47 0 59 39 1 2 0 1 0 3 70 14 2 91 34 41 28 1 0 0 0 8 4 0 5 75 16 41 63 48 0 1 3 16 0 7 8 14 19 53 51 30 75
ZT3D7_G7010 0 0 0 0 0 38 1 20 24 2 3 0 0 0 0 15 8 0 31 184 187 146 0 0 0 1 1 0 0 0 7 0 24 21 10 1 2 0 11 0 0 1 3 7 4 79 40 64
ZT3D7_G7011 12 13 9 19 5 1563 6 1493 1710 35 51 35 32 15 77 466 203 10 1095 2281 2672 2626 1 28 17 14 25 15 10 52 523 139 1636 2094 2149 31 37 41 330 4 38 66 265 301 151 4422 2146 2353
ZT3D7_G7012 1 4 0 2 2 236 1 240 215 4 2 4 6 1 8 21 29 8 112 280 473 383 0 2 1 1 3 0 0 12 65 3 138 128 195 3 1 2 18 0 3 5 13 23 25 213 81 243
ZT3D7_G7013 0 0 0 0 0 7 0 4 4 1 3 0 1 1 4 14 4 1 16 23 20 19 0 1 1 0 0 1 3 0 12 0 7 4 6 0 1 0 2 0 0 1 9 4 3 31 23 9
ZT3D7_G7014 3 0 0 0 1 40 0 28 24 1 5 1 3 0 1 14 9 3 18 20 44 29 0 2 0 0 0 0 2 0 10 3 10 12 13 3 1 0 2 0 1 1 6 2 3 18 17 24
ZT3D7_G7015 98 165 85 133 54 49389 70 31933 56962 308 375 312 491 253 754 9516 4250 48 22896 40472 51249 44877 63 319 125 190 362 219 111 668 9131 4908 43838 51366 55184 249 216 297 2918 83 404 708 3114 2664 2295 39546 37298 27638
ZT3D7_G7016 66 168 172 221 80 27326 50 17938 33270 235 248 174 305 254 642 12439 5201 17 29902 25403 35798 26301 78 208 65 165 295 168 76 754 9531 5247 31471 28170 36594 158 164 149 2323 33 282 448 3649 3431 2860 26936 28055 19107
ZT3D7_G7017 0 11 9 21 15 171 2 178 258 8 18 4 7 9 52 420 75 0 908 229 413 263 3 4 1 10 2 5 5 14 224 155 259 243 385 7 6 10 60 0 18 25 122 56 55 253 220 489
ZT3D7_G7018 1 0 0 1 1 150 1 149 229 3 0 3 0 0 1 50 5 0 65 109 218 120 0 0 0 1 0 1 1 0 37 21 221 193 243 0 0 1 8 0 0 0 8 14 4 93 118 168
ZT3D7_G7019 2 14 6 11 13 494 2 625 507 26 17 14 25 11 36 157 94 2 497 680 930 816 3 5 5 11 15 14 6 33 190 90 548 554 675 8 17 15 90 2 18 33 78 112 96 834 645 911
ZT3D7_G7020 11 17 9 13 7 705 3 515 628 39 66 32 61 19 63 780 297 4 1273 723 1035 911 14 30 12 15 17 13 12 42 504 284 637 800 813 15 33 30 134 9 38 63 202 172 157 945 609 1124
ZT3D7_G7021 4 7 4 20 6 1181 3 1019 1152 14 15 16 21 20 49 314 229 2 651 807 1351 1034 6 9 8 12 15 11 7 23 262 204 1045 1117 1470 13 19 18 181 7 33 48 150 134 127 2070 1290 1364
ZT3D7_G7022 12 8 7 8 8 2590 10 3212 3183 73 55 45 54 14 51 519 140 7 1258 1609 2287 2110 3 55 18 20 30 8 11 63 569 216 3495 2722 3913 35 42 31 269 14 18 49 99 65 50 3869 2568 4031
ZT3D7_G7023 0 0 0 0 0 39 0 35 44 0 2 3 3 0 4 26 15 0 89 95 168 108 0 0 1 2 2 3 0 13 33 38 108 169 157 0 2 4 9 0 2 1 16 10 15 206 125 171
ZT3D7_G7024 0 2 2 5 4 39 0 35 80 0 0 1 2 4 14 70 44 0 157 25 54 25 0 1 0 0 1 0 0 9 50 10 39 41 46 1 7 4 35 1 10 21 45 60 109 156 82 177
ZT3D7_G7025 0 0 0 1 1 4 0 4 8 3 1 5 2 1 0 40 22 0 64 6 15 14 0 5 2 0 1 3 0 7 1 1 4 17 4 3 2 6 2 2 0 0 8 12 26 12 18 27
ZT3D7_G7026 0 1 2 2 2 75 0 65 54 3 2 3 5 3 9 40 9 0 46 43 91 49 7 0 1 1 1 2 0 11 11 15 41 39 57 4 4 5 24 1 5 1 13 10 26 155 95 203
ZT3D7_G7027 0 2 2 4 2 397 0 229 335 7 8 10 12 9 57 327 178 0 487 386 536 473 0 10 1 5 34 7 2 44 203 92 384 361 531 5 4 6 86 0 8 29 104 110 211 517 416 472
ZT3D7_G7028 4 2 1 5 1 114 3 69 160 1 1 7 4 25 2 1399 872 3 1756 104 164 98 2 4 1 2 15 0 5 115 1656 918 206 306 259 15 10 2 47 1 14 14 470 367 277 92 147 132
ZT3D7_G7029 3 3 5 6 2 63 5 77 43 5 24 10 21 2 7 50 26 3 70 85 102 103 5 11 7 12 4 4 1 0 21 14 23 75 44 9 12 4 14 0 3 8 22 20 15 161 91 95
ZT3D7_G7030 13 35 40 57 29 8016 11 6660 8359 63 107 45 67 63 174 2284 927 7 6021 8031 8954 7452 21 59 32 34 67 48 17 192 1596 795 7427 8342 10030 25 40 33 781 16 69 100 681 641 579 9879 9407 8512
ZT3D7_G7031 2 15 8 40 13 1321 1 1070 1649 24 21 9 16 31 65 1718 472 0 2767 1101 1386 1146 7 25 7 8 14 19 4 73 616 285 1367 1780 1903 2 16 8 164 5 44 85 316 216 252 1906 1705 2074
ZT3D7_G7032 0 12 4 14 5 69 0 43 49 2 7 4 15 5 33 86 117 0 66 30 57 44 2 6 0 4 15 12 6 25 69 27 34 39 72 7 3 5 62 0 18 29 62 62 109 58 36 77
ZT3D7_G7033 0 0 1 5 2 4 0 6 11 2 1 0 7 5 13 21 42 1 44 4 4 9 2 0 0 0 2 3 4 8 32 20 0 3 8 0 0 0 9 0 6 11 17 25 41 8 4 9
ZT3D7_G7034 0 4 3 0 5 74 0 105 94 5 1 2 4 1 13 114 45 0 213 116 153 159 0 0 1 0 2 1 0 5 52 18 77 106 110 0 1 2 10 0 4 1 16 27 20 168 97 138
ZT3D7_G7035 7 5 9 9 8 1312 6 1052 1347 26 34 13 42 6 33 501 178 4 995 1514 1766 1410 3 27 13 8 25 8 12 32 281 140 1150 1120 1584 13 14 22 158 11 15 30 107 67 84 2170 1485 1466
ZT3D7_G7036 0 9 12 12 3 298 1 244 384 12 20 4 22 20 37 352 109 1 397 291 414 371 3 10 2 10 10 5 6 27 209 120 317 419 491 10 5 4 108 1 23 32 130 145 108 570 420 477
ZT3D7_G7037 3 8 6 25 7 2198 0 1776 1547 12 10 22 17 21 36 503 188 1 1008 1867 2100 1844 3 11 5 11 22 14 6 54 306 102 1275 1710 2028 14 16 30 231 5 20 21 118 75 131 3400 2214 2855
ZT3D7_G7038 1 3 5 11 4 130 0 88 129 1 3 1 2 2 16 151 53 0 307 105 284 191 3 4 1 0 2 0 0 7 71 20 113 137 112 1 8 11 34 2 8 4 43 48 90 199 176 293
ZT3D7_G7039 0 1 1 3 1 161 3 79 121 1 0 0 5 5 9 85 57 0 155 56 100 85 0 0 0 3 6 0 4 15 79 46 146 109 164 1 1 0 14 0 0 1 18 33 22 93 63 88
ZT3D7_G7040 0 7 1 14 6 266 1 199 262 6 9 4 9 9 33 251 151 0 565 202 280 241 7 0 1 4 18 12 5 47 276 152 223 199 294 2 7 1 70 1 9 29 90 112 116 385 266 314
ZT3D7_G7041 27 21 15 10 7 6176 21 6449 5108 59 57 57 103 24 79 1145 706 33 2067 4117 5100 4561 10 27 13 16 40 17 19 44 557 266 2736 3190 4612 40 44 54 466 41 65 71 220 200 178 6081 4059 4939
ZT3D7_G7042 0 0 0 0 0 12 1 7 11 3 0 1 1 6 8 49 52 0 42 22 21 3 0 2 0 0 0 1 0 3 3 3 7 0 8 0 0 0 3 0 0 2 6 3 5 10 6 22
ZT3D7_G7043 1 2 4 9 2 152 5 102 168 8 16 11 4 5 11 31 11 1 53 76 149 119 2 15 5 0 5 1 5 15 57 19 102 115 170 6 8 6 25 0 13 19 12 10 19 310 128 179
ZT3D7_G7044 0 0 1 2 1 36 0 33 28 1 0 0 2 4 12 50 16 0 65 10 29 28 0 0 1 0 1 0 0 2 33 13 20 29 24 1 0 0 5 0 1 2 16 3 1 36 21 84
ZT3D7_G7045 2 2 2 4 2 329 3 391 298 19 32 25 26 19 48 449 253 1 792 1738 1829 1818 3 9 1 5 10 5 2 12 103 56 433 447 802 1 9 4 87 0 8 11 57 48 36 1068 727 774
ZT3D7_G7046 0 0 0 0 0 0 0 0 0 1 3 2 3 4 10 163 66 0 491 82 150 129 1 2 0 1 3 1 0 22 174 43 140 187 157 3 2 0 62 0 0 12 59 75 67 362 208 317
ZT3D7_G7047 0 0 0 0 0 0 0 0 0 16 3 4 11 6 15 248 133 0 784 513 793 520 1 1 2 1 4 3 0 26 227 83 556 616 897 4 3 7 92 0 9 13 95 117 72 758 879 1019
ZT3D7_G7048 3 15 9 14 9 905 1 784 1156 23 22 32 39 24 46 495 275 2 868 586 1111 950 9 27 9 14 18 19 9 23 392 168 971 986 1309 8 20 6 147 1 39 47 125 118 150 1191 806 1205
ZT3D7_G7049 0 0 1 2 1 28 0 27 49 0 2 0 1 0 3 13 4 0 23 22 41 28 0 0 0 0 1 0 0 0 9 0 38 43 67 0 0 0 3 0 2 3 3 1 1 71 58 53
ZT3D7_G7050 29 12 5 24 8 33753 14 32765 31631 90 209 199 123 45 151 2396 412 11 11841 36215 38829 40499 11 118 28 42 69 36 21 64 1493 492 17095 18664 25103 80 212 159 3840 21 71 194 285 82 217 64271 35704 35683
ZT3D7_G7051 0 0 0 0 0 81 0 84 83 0 1 0 1 1 8 11 5 0 19 126 155 119 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 3 2 0 206 165 156
ZT3D7_G7052 0 0 2 2 0 141 0 153 141 0 1 4 5 4 1 218 51 0 402 323 410 373 0 0 0 0 0 0 1 0 0 0 0 0 0 3 0 0 34 0 0 1 25 28 33 631 516 679
ZT3D7_G7053 1 10 0 2 1 727 0 830 750 5 11 8 2 11 26 586 224 1 906 1177 1143 1085 0 0 1 0 2 2 5 0 64 32 330 316 413 1 1 5 95 0 8 11 80 59 39 1355 1426 1175
ZT3D7_G7054 2 2 0 3 1 265 0 176 321 11 7 5 4 8 15 288 132 0 500 421 449 346 0 3 2 0 2 2 1 16 105 47 214 334 268 3 5 0 55 0 10 32 106 88 79 537 506 747
ZT3D7_G7055 11 52 32 60 24 9749 8 8824 10103 150 141 116 266 117 335 2943 1444 10 6472 11956 14884 13755 20 76 38 46 80 55 33 195 2212 1037 9589 10645 13887 41 84 57 1030 16 101 178 782 582 537 13978 11029 9992
ZT3D7_G7056 4 20 6 30 12 1855 5 1644 2046 29 27 11 21 19 93 1107 488 4 2344 1172 2124 1478 14 15 7 12 27 26 10 81 860 486 1937 1996 2598 9 20 15 216 6 45 48 309 262 243 2169 2434 2313
ZT3D7_G7057 1 0 1 8 1 47 0 43 70 28 10 5 10 0 12 83 13 0 95 125 235 142 1 2 0 0 3 1 1 1 20 10 51 63 58 0 4 24 7 0 9 6 15 6 6 123 63 99
ZT3D7_G7058 1 5 5 8 10 23 0 82 53 6 8 1 7 10 17 66 39 3 144 72 202 138 2 1 1 3 8 6 4 2 12 1 60 46 80 4 8 4 25 1 9 5 28 30 62 156 37 143
ZT3D7_G7059 1 3 7 10 2 373 0 262 471 4 1 2 4 9 17 370 337 1 655 121 271 175 4 7 0 7 2 4 4 28 197 113 374 358 507 4 3 5 54 1 7 22 137 120 129 319 330 327
ZT3D7_G7060 6 41 30 50 29 5555 5 4418 5808 44 26 32 55 36 132 1148 490 0 3617 4314 6418 5231 11 33 18 29 57 41 14 190 1193 524 5030 6173 7579 22 22 47 566 18 53 119 400 455 438 6896 5156 6032
ZT3D7_G7061 17 12 9 12 4 530 7 524 578 63 34 19 72 20 60 462 284 5 655 480 611 662 12 15 12 19 15 25 14 37 442 345 582 679 764 13 15 21 98 16 31 69 225 199 110 794 651 516
ZT3D7_G7062 1 5 3 5 0 273 0 166 370 4 3 2 5 5 11 144 70 0 243 106 171 117 2 1 0 0 1 3 1 9 146 46 290 314 360 2 2 7 29 0 4 22 66 53 48 244 331 315
ZT3D7_G7063 0 1 1 4 0 185 0 223 220 3 1 1 4 1 6 43 14 0 30 90 249 176 0 3 1 0 0 2 2 5 68 12 224 241 396 0 1 0 27 0 1 6 4 10 15 305 220 248
ZT3D7_G7064 0 0 1 3 0 58 0 63 113 5 1 1 3 8 9 174 76 0 285 202 317 243 3 1 0 2 4 0 0 10 51 26 81 106 109 0 0 0 17 2 7 2 21 11 16 83 86 136
ZT3D7_G7065 1 9 7 4 3 146 0 109 122 8 6 7 2 11 22 235 127 0 318 154 207 129 0 15 0 1 8 6 4 20 183 153 134 193 224 2 0 1 20 0 9 7 68 59 55 179 154 192
ZT3D7_G7066 0 17 14 22 12 1065 2 1651 1126 26 10 11 39 12 59 162 102 4 200 622 728 785 7 15 2 16 24 24 23 42 279 84 822 758 1318 10 29 9 329 4 44 53 136 145 91 4168 1356 1692
ZT3D7_G7067 2 28 17 56 30 2875 1 2432 2627 33 17 8 26 35 117 533 187 1 1195 2331 3411 2435 18 13 5 20 45 28 19 73 466 204 2467 3329 3622 15 15 23 426 6 56 96 210 227 207 4944 3598 4413
ZT3D7_G7068 9 26 23 51 29 6037 7 4697 5547 36 46 40 38 44 157 1671 663 7 3989 3972 5718 4208 9 58 16 22 41 44 16 108 1458 589 4470 4951 5992 29 39 41 619 12 65 92 591 508 612 7543 5296 5598
ZT3D7_G7069 1 5 6 8 6 55 5 66 55 66 79 93 73 14 79 267 96 5 261 125 220 183 4 59 14 9 23 11 13 22 91 35 68 30 76 46 35 79 37 14 30 39 53 41 58 64 42 95
ZT3D7_G7070 4 17 8 12 11 1836 5 2284 2508 26 47 18 19 19 70 1214 261 6 2515 1492 2135 1828 3 15 9 9 24 15 6 59 704 410 2924 2838 3943 17 25 24 277 2 29 55 194 167 161 3922 2831 3867
ZT3D7_G7071 7 2 0 1 7 1119 4 947 1144 16 24 24 30 15 27 444 189 10 526 1280 1105 1120 4 11 7 10 10 4 1 14 143 66 553 715 743 6 6 30 97 3 12 8 90 55 66 1368 908 898
ZT3D7_G7072 76 137 111 206 84 25918 62 17510 29564 249 243 216 270 252 607 10982 4649 22 26362 22002 30483 22995 66 257 78 147 222 185 76 618 7663 3965 27798 22247 35686 142 162 236 2410 46 282 451 2665 2435 2597 30586 26959 18700
ZT3D7_G7073 10 9 8 14 5 1380 1 853 1750 9 20 13 21 12 8 1419 270 3 2197 1603 1319 1175 15 12 6 5 14 9 5 37 688 294 1778 2798 1432 9 9 18 88 1 20 24 225 146 121 1032 1880 1365
ZT3D7_G7074 2 7 1 9 2 1452 8 1241 1745 9 24 10 14 12 21 770 163 0 1491 1183 1468 1451 4 9 4 2 11 4 0 30 647 302 1340 1494 1687 6 18 13 175 3 4 16 259 125 45 2507 1997 1992
ZT3D7_G7075 2 0 0 3 2 357 0 451 417 1 2 7 2 2 5 134 23 0 313 339 447 396 2 2 1 3 0 0 1 1 78 13 491 420 811 7 4 7 49 0 1 1 21 12 8 642 547 580
ZT3D7_G7076 0 4 1 4 0 661 1 771 845 2 2 1 2 5 11 391 60 1 1009 678 968 814 0 2 0 0 5 3 3 12 182 101 1173 1156 1568 1 5 5 64 0 2 15 41 38 36 919 1044 1188
ZT3D7_G7077 0 2 3 1 0 46 0 50 70 1 0 3 1 0 1 73 11 2 187 61 102 59 0 1 0 0 4 1 1 2 46 27 100 118 122 1 4 0 13 0 8 4 29 11 23 136 116 141
ZT3D7_G7078 1 12 6 17 5 1787 4 1567 2153 10 11 6 13 6 26 553 156 1 1397 1256 2056 1652 1 6 6 3 17 3 2 24 337 156 1946 2029 2580 5 11 16 189 4 10 27 100 81 94 2537 2054 2241
ZT3D7_G7079 1 8 7 10 6 1986 1 1609 2314 2 10 3 7 8 19 471 145 1 1479 1423 2248 1545 3 13 2 17 6 15 4 29 477 231 2021 1928 2926 5 13 6 145 2 10 17 132 94 99 2120 1971 2221
ZT3D7_G7080 1 0 2 8 2 239 3 179 272 1 0 2 6 3 11 230 83 0 534 228 253 207 0 4 0 0 1 1 0 13 139 36 185 272 235 3 0 4 30 0 13 5 65 31 25 255 205 309
ZT3D7_G7081 2 11 9 21 10 966 1 1201 1234 19 23 10 25 23 49 667 327 1 2044 1007 1407 1089 4 4 1 4 21 16 8 74 786 328 1437 1674 2050 13 18 3 173 0 35 33 206 246 193 1525 1521 2036
ZT3D7_G7082 1 12 10 33 15 2355 3 2101 2567 8 13 7 15 21 75 1305 405 1 2838 1529 2503 1974 9 11 6 27 24 27 7 81 798 433 2895 2190 3758 10 17 15 321 6 38 48 386 277 348 3267 2415 2742
ZT3D7_G7083 4 9 5 9 4 189 0 195 159 4 6 7 11 9 40 435 200 0 614 157 257 219 1 6 6 10 16 17 6 41 299 196 157 249 237 3 7 13 83 1 28 25 218 144 123 426 225 372
ZT3D7_G7084 0 10 7 22 7 659 0 466 771 8 6 9 9 25 31 1050 391 2 2025 758 1156 824 3 5 1 1 9 12 5 42 513 235 791 806 932 1 14 7 133 2 26 22 264 179 213 1032 925 993
ZT3D7_G7085 0 1 0 1 3 73 0 64 96 3 1 1 1 2 9 20 7 0 56 42 92 60 0 0 2 1 0 0 1 6 79 33 148 152 295 2 1 2 21 0 6 12 17 26 13 152 151 146
ZT3D7_G7086 2 7 8 10 1 678 0 566 707 5 13 4 23 8 22 115 63 0 166 337 554 424 2 6 3 4 6 2 5 19 106 68 447 370 628 2 6 6 66 2 15 16 51 52 61 666 566 548
ZT3D7_G7087 0 0 0 0 0 0 0 0 0 1 3 0 4 1 7 75 36 0 87 28 45 48 0 1 0 2 2 2 0 8 42 11 52 56 43 0 0 0 2 0 0 0 3 1 7 3 4 8
ZT3D7_G7088 4 17 15 25 11 5659 6 4786 5189 27 51 31 28 32 98 1082 419 3 3368 5527 6149 5695 8 18 13 24 50 19 6 89 808 318 4494 5037 6239 22 37 21 510 13 42 71 288 292 333 7059 5880 5958
ZT3D7_G7089 0 5 4 11 3 251 1 199 274 2 5 2 5 4 17 267 91 0 387 239 356 283 3 0 2 2 11 4 0 23 139 55 281 366 368 0 5 0 48 0 9 15 60 49 65 524 545 532
ZT3D7_G7090 15 19 19 9 3 4401 9 3604 4572 87 102 62 93 35 134 446 305 11 1031 3096 4232 4437 11 47 24 41 57 32 19 103 691 480 4034 3502 5702 29 60 21 421 27 66 101 280 288 286 5442 2945 2526
ZT3D7_G7091 6 4 10 18 2 1807 6 1247 1755 48 32 22 55 27 57 1285 420 4 2729 2096 2068 1938 4 24 9 15 15 9 10 47 496 269 1941 2295 2026 8 13 36 168 11 16 33 168 187 146 2252 2011 1828
ZT3D7_G7092 0 6 9 12 8 520 1 465 413 3 7 2 9 15 34 951 484 1 1340 310 691 467 4 2 0 2 1 3 3 22 161 130 172 199 309 1 5 2 121 0 25 25 229 216 209 737 674 1128
ZT3D7_G7093 0 0 0 0 0 0 0 0 1 0 1 1 1 3 3 276 108 0 302 72 172 117 0 0 1 0 0 0 0 0 9 0 5 11 19 0 0 0 5 0 4 1 6 2 6 17 27 36
ZT3D7_G7094 0 2 3 4 0 93 0 106 133 0 1 1 1 2 4 156 100 0 197 105 188 117 0 2 0 3 2 2 0 10 86 33 158 147 197 4 1 4 19 0 2 8 40 41 265 141 150 191
ZT3D7_G7095 8 17 12 27 6 2423 12 1947 2489 42 56 19 38 33 75 774 344 2 1504 1998 2833 2513 7 42 5 16 22 26 12 82 590 432 2610 2552 3651 29 39 21 314 3 49 53 282 208 231 3917 2946 3070
ZT3D7_G7096 0 1 0 2 0 95 0 76 100 3 0 0 0 0 0 10 5 1 1 27 65 57 0 0 0 1 1 0 1 0 41 25 108 103 195 0 2 6 11 0 0 2 2 0 6 148 112 93
ZT3D7_G7097 2 6 4 17 4 324 1 265 450 20 10 7 4 10 26 686 219 1 920 336 403 348 0 8 4 3 8 3 3 25 316 147 440 565 714 7 6 18 92 1 9 22 128 67 94 627 557 566
ZT3D7_G7098 1 23 23 41 29 1984 1 1343 2014 18 8 16 38 22 105 768 256 3 1503 1156 2011 1468 12 27 12 16 37 28 13 65 614 275 1863 2129 2352 19 21 34 214 1 53 52 245 237 260 2379 1825 2208
ZT3D7_G7099 0 0 1 0 1 309 0 364 280 0 3 0 0 4 4 1375 183 0 3784 2299 2611 2223 0 0 0 0 1 1 0 10 267 40 257 400 515 0 0 0 113 0 0 0 65 24 36 1462 756 1181
ZT3D7_G7100 1 172 164 365 137 225 5 202 159 85 69 19 195 306 856 1620 2895 9 1263 212 312 282 50 0 12 109 307 213 116 1038 1796 1277 270 210 274 38 32 31 1646 33 448 680 1843 2643 5216 641 369 631
ZT3D7_G7101 0 0 0 2 0 119 0 119 85 0 0 0 1 0 0 290 23 0 995 700 732 658 0 0 0 0 0 0 0 2 58 12 80 122 126 0 0 0 11 0 3 0 8 15 0 239 237 459
ZT3D7_G7102 0 2 2 2 1 78 0 81 72 0 1 0 2 1 9 56 6 0 63 98 178 110 2 0 0 1 2 0 2 0 15 4 39 68 113 1 1 0 9 1 0 6 7 6 4 50 63 103
ZT3D7_G7103 0 1 0 0 0 34 0 26 14 0 7 0 1 2 5 72 26 0 125 47 99 56 0 1 1 1 1 0 0 2 49 15 38 49 39 1 0 4 12 0 2 1 2 16 24 75 53 74
ZT3D7_G7104 0 3 11 22 13 267 3 259 286 37 23 30 11 13 53 585 197 1 814 218 377 333 1 23 10 5 21 16 1 37 183 72 248 304 322 14 26 21 107 1 10 20 65 83 88 753 320 533
ZT3D7_G7105 0 0 0 0 0 0 0 0 0 3 1 0 0 3 6 20 9 0 54 125 151 164 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ZT3D7_G7106 4 0 7 5 2 1277 3 1295 1065 17 45 17 29 12 36 247 93 0 568 1911 2303 1791 4 21 5 9 3 4 1 44 145 111 1420 1636 1697 2 19 4 203 0 7 10 49 51 35 2703 1925 2603
ZT3D7_G7107 1 2 2 4 3 252 1 236 269 0 1 2 5 2 1 89 59 1 211 106 177 205 0 1 2 1 4 3 4 11 59 22 130 93 170 3 3 6 26 0 7 13 52 36 50 321 172 220
ZT3D7_G7108 0 5 1 2 1 280 1 239 415 1 2 0 3 0 5 66 28 0 112 295 465 311 0 2 0 1 4 0 0 10 25 16 288 142 377 0 0 0 22 0 1 0 3 8 5 144 146 139
ZT3D7_G7109 0 1 1 2 0 55 0 70 81 2 3 2 4 3 3 117 51 1 215 101 179 110 3 1 0 0 4 0 1 5 57 18 88 90 115 0 3 0 14 0 3 3 39 22 13 79 132 141
ZT3D7_G7110 4 2 5 5 3 402 0 410 455 11 5 1 3 3 33 247 138 0 498 281 451 445 7 6 4 8 18 14 5 35 240 106 456 595 689 5 6 4 79 1 18 22 77 97 93 706 439 584
ZT3D7_G7111 5 6 9 12 6 246 2 483 294 49 18 26 45 10 29 116 56 2 227 398 472 510 6 25 9 3 10 7 3 11 134 48 333 344 519 17 23 38 114 0 20 31 54 56 49 1361 564 702
ZT3D7_G7112 0 3 0 3 4 178 0 151 255 1 5 0 1 3 6 104 56 0 236 151 229 222 2 4 0 1 3 3 0 3 67 34 256 241 333 2 4 4 42 0 11 12 30 21 23 234 226 231
ZT3D7_G7113 1 5 4 10 3 596 0 453 674 6 10 3 6 7 31 232 101 0 488 486 714 517 1 4 3 6 11 7 3 19 184 103 623 904 1008 2 7 5 60 1 15 13 62 54 74 651 669 667
ZT3D7_G7114 6 10 15 18 14 1688 0 1292 1782 17 22 18 32 21 21 1132 363 3 1642 745 1315 947 3 14 4 11 26 14 5 58 546 301 1270 1362 1863 13 12 12 140 6 28 29 251 205 200 1103 1155 1090
ZT3D7_G7115 13 26 21 31 3 10395 10 9429 10236 63 112 48 80 44 135 2335 607 9 7040 12405 14983 13944 21 67 35 32 89 36 23 147 1628 869 11049 11154 14731 41 63 53 1123 14 50 115 664 384 539 15228 9629 9718
ZT3D7_G7116 6 27 25 43 15 11390 8 11527 12579 25 61 31 52 46 122 1818 492 5 5482 11195 14123 12002 7 59 30 24 65 34 17 109 2462 1120 14574 13951 21541 37 47 35 1347 13 74 98 951 511 322 19604 18381 16192
ZT3D7_G7117 1 0 1 1 2 314 0 322 446 0 0 0 0 0 3 15 7 1 36 37 95 41 0 0 1 1 0 0 1 4 76 15 405 560 559 0 1 0 21 0 1 2 14 14 4 332 443 593
