"","3D1-1-7d_R1","3D1-8-12d_R1","3D1-7-14d_R1","3D1-9-14d_R1","3D1-10-14d_R1","3D1-1-28d_R1","3D1-2-7d_R1","3D1-4-28d_R1","3D1-5-28d_R1","3D7-2-7d_R1","3D7-8-7d_R1","3D7-10-7d_R1","3D7-2-12d_R1","3D7-3-12d_R1","3D7-6-12d_R1","3D7-4-14d_R1","3D7-5-14d_R1","3D1-3-7d_R1","3D7-10-14d_R1","3D7-1-28d_R1","3D7-5-28d_R1","3D7-10-28d_R1","3D1-2-12d_R1","3D1-5-12d_R1"
"ZT3D7_G7217",0,2,3,5,7,238,2,363,322,4,1,0,4,2,7,121,41,0,317,489,593,496,2,0
"ZT3D7_G7218",0,1,0,3,1,630,0,481,575,10,2,9,8,4,19,23,14,0,26,411,647,668,0,0
"ZT3D7_G7219",0,0,2,1,0,100,0,65,117,0,0,1,1,0,7,10,8,0,60,53,71,74,2,0
"ZT3D7_G7220",0,0,1,3,1,75,1,59,88,1,4,1,5,1,6,99,16,0,110,32,75,40,2,0
"ZT3D7_G7221",0,0,0,2,3,34,0,33,40,0,0,0,0,0,0,3,2,1,12,9,31,10,0,0
"ZT3D7_G7222",2,26,5,26,9,1423,3,1365,1715,29,18,16,52,18,75,1012,351,0,2204,1173,2171,1664,4,4
"ZT3D7_G7223",0,8,0,7,2,220,1,143,272,0,1,2,0,1,0,55,7,0,117,155,197,205,2,4
"ZT3D7_G7224",0,1,2,1,0,113,0,103,126,3,3,1,1,2,3,70,17,1,189,125,162,159,0,1
"ZT3D7_G7225",3,1,1,2,0,182,0,204,251,7,3,3,7,1,15,53,15,0,103,160,259,282,0,0
"ZT3D7_G7226",8,10,11,15,12,880,4,783,1062,15,24,14,21,19,40,925,436,3,1584,959,1143,1063,4,0
"ZT3D7_G7227",11,8,2,17,7,875,4,711,944,28,20,17,31,16,52,361,226,1,702,738,911,911,10,3
"ZT3D7_G7228",7,20,16,21,4,687,6,591,693,43,54,29,69,21,85,1421,476,7,1455,681,933,856,7,4
"ZT3D7_G7229",1,20,8,15,8,1387,1,1462,1254,14,29,8,32,13,53,364,128,3,800,1973,1926,1912,7,1
"ZT3D7_G7230",0,1,2,2,0,286,0,252,220,2,2,1,4,4,7,27,11,0,135,392,501,460,1,2
"ZT3D7_G7231",0,0,0,1,0,64,2,46,41,4,5,6,3,0,3,81,31,0,202,108,163,133,2,1
"ZT3D7_G7232",5,5,5,6,2,24,6,40,17,15,9,15,11,1,8,24,14,2,24,19,24,17,3,3
"ZT3D7_G7233",0,18,20,36,13,913,1,1418,1066,18,34,18,21,16,65,600,158,4,1825,1010,1895,1815,16,8
"ZT3D7_G7234",21,9,14,12,4,259,9,327,228,35,40,22,48,20,68,220,185,9,361,415,431,413,24,12
"ZT3D7_G7235",0,8,6,6,3,170,1,90,193,5,4,4,4,9,18,332,182,2,515,104,189,124,7,0
"ZT3D7_G7236",0,2,3,6,2,132,0,108,165,25,10,17,27,3,22,107,53,0,83,327,403,295,0,0
"ZT3D7_G7237",1,0,0,1,0,86,0,67,80,2,3,0,0,2,2,9,2,0,94,1112,838,1095,0,0
"ZT3D7_G7238",0,2,12,12,3,348,2,316,388,13,12,7,6,10,24,1118,413,1,1147,238,369,332,9,3
"ZT3D7_G7239",3,0,1,8,3,378,0,280,435,7,10,11,5,3,12,250,96,0,553,631,831,790,0,2
"ZT3D7_G7240",0,4,1,1,3,482,1,399,398,12,4,7,6,3,21,147,68,1,363,622,624,692,1,2
"ZT3D7_G7241",0,0,0,0,0,0,0,0,1,6,4,4,1,4,10,191,59,0,434,223,294,269,0,0
"ZT3D7_G7242",0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,1,2,0,17,45,85,63,0,0
"ZT3D7_G7243",0,1,2,6,4,272,0,234,284,1,8,8,0,2,10,249,104,0,551,328,443,327,4,1
"ZT3D7_G7244",9,22,11,8,2,1726,3,1905,2355,14,20,15,42,26,72,562,255,4,1484,1291,2199,1759,4,8
"ZT3D7_G7245",5,15,16,16,10,1368,10,1106,1253,48,43,25,64,30,64,1003,498,3,1354,1404,1520,1498,10,12
"ZT3D7_G7246",8,12,19,15,10,3385,4,2795,3144,25,40,30,54,30,97,858,348,5,1973,2719,3174,2792,9,4
"ZT3D7_G7247",80,35,36,33,19,9996,33,8836,8791,231,292,298,462,85,295,953,636,31,2209,14260,10277,12972,67,62
"ZT3D7_G7248",0,0,0,2,3,108,0,115,59,7,6,8,12,0,10,59,18,2,99,146,104,135,0,0
"ZT3D7_G7249",0,35,14,41,12,6,3,4,9,22,8,5,25,28,174,37,58,4,72,8,14,11,11,12
"ZT3D7_G7250",0,0,0,1,1,7,0,7,14,0,3,0,3,0,0,3,2,0,2,4,9,8,0,0
"ZT3D7_G7251",0,6,6,19,6,873,2,807,1127,11,9,10,21,12,64,269,116,1,760,907,1337,1102,6,1
"ZT3D7_G7252",1,15,5,13,5,317,2,376,379,15,8,7,16,14,48,139,158,0,273,223,374,290,7,4
"ZT3D7_G7253",1,61,34,95,33,307,13,135,310,48,37,8,58,41,256,202,204,4,453,151,260,212,37,13
"ZT3D7_G7254",2,560,251,643,227,201,19,77,197,288,144,54,363,157,1084,326,450,16,431,122,183,114,216,55
"ZT3D7_G7255",0,41,32,40,17,54,2,20,75,56,14,8,32,7,127,31,35,0,52,27,78,43,15,1
"ZT3D7_G7256",0,0,0,0,0,47,0,22,82,2,9,1,6,0,2,7,1,0,23,34,26,30,0,0
"ZT3D7_G7257",0,0,1,5,0,56,1,65,50,1,0,0,4,0,6,10,7,0,25,99,87,105,0,0
"ZT3D7_G7258",0,1,0,3,2,63,0,60,110,2,2,0,0,7,7,36,17,0,55,146,178,139,2,0
"ZT3D7_G7259",0,1,0,3,1,88,0,99,130,0,0,0,2,8,5,69,26,1,169,93,185,168,0,0
"ZT3D7_G7260",2,3,5,5,1,291,0,195,313,4,2,3,4,8,32,230,118,1,363,149,171,191,3,1
"ZT3D7_G7261",0,2,0,2,0,3,0,5,7,0,0,0,0,0,0,2,1,2,4,2,14,4,0,0
"ZT3D7_G7262",1,11,9,22,6,473,2,473,597,14,10,16,16,14,33,420,189,2,598,382,627,513,5,0
"ZT3D7_G7263",1,231,182,456,98,79,5,27,97,11,4,4,29,25,133,105,185,3,87,25,36,36,108,29
"ZT3D7_G7264",0,0,0,0,0,0,0,0,0,3,3,0,1,3,6,26,13,0,26,2,11,11,0,0
"ZT3D7_G7265",0,0,0,0,0,0,0,0,0,3,2,1,3,0,15,26,22,0,33,17,31,15,0,0
"ZT3D7_G7266",0,6,6,7,3,32,0,17,46,2,0,0,3,2,11,24,14,0,29,7,20,18,3,0
"ZT3D7_G7267",0,4,3,9,7,53,0,47,81,1,1,0,0,1,1,16,6,1,17,2,5,4,3,0
"ZT3D7_G7268",2,3,4,14,7,269,1,344,374,3,5,4,7,7,19,237,109,1,522,218,408,341,1,1
"ZT3D7_G7269",0,0,0,2,0,36,0,27,35,1,2,0,4,1,1,9,7,0,20,5,17,14,1,1
"ZT3D7_G7270",0,0,0,0,0,0,0,0,1,2,2,1,1,2,0,24,14,0,47,17,15,21,0,0
"ZT3D7_G7271",0,1,4,6,1,268,0,208,283,7,15,8,15,21,33,431,163,0,807,505,660,582,4,0
"ZT3D7_G7272",8,21,14,17,6,483,4,315,511,32,18,16,33,19,54,1043,437,6,952,240,355,359,12,3
"ZT3D7_G7273",0,12,2,14,3,134,2,113,106,10,23,20,14,17,45,199,156,0,360,140,203,235,3,3
"ZT3D7_G7274",0,0,0,0,1,66,0,86,99,1,1,4,5,3,4,26,20,0,109,145,194,216,0,3
"ZT3D7_G7275",0,6,6,3,6,60,0,46,73,0,4,0,0,1,3,32,9,0,28,46,51,50,8,1
"ZT3D7_G8912",0,7,11,29,6,67,0,49,111,5,1,0,6,7,45,26,36,1,90,49,118,73,5,3
"ZT3D7_G8913",1,165,56,398,51,27,0,9,26,21,15,5,207,148,705,220,298,5,607,55,88,61,51,21
"ZT3D7_G8914",0,0,0,0,0,13,0,6,7,0,2,0,1,0,7,35,11,0,70,68,143,102,0,0
"ZT3D7_G8915",0,1,0,0,0,11,0,23,26,3,0,1,1,2,1,87,41,0,154,57,66,71,0,0
"ZT3D7_G8916",2,0,1,3,3,55,1,47,70,4,5,2,9,8,24,409,121,0,557,270,359,302,0,0
"ZT3D7_G8917",0,2,3,2,3,332,0,404,350,9,4,1,6,6,19,420,142,0,838,530,836,745,0,0
"ZT3D7_G8918",4,8,6,10,7,127,4,129,117,19,13,3,17,22,38,1014,376,0,1108,131,245,226,1,1
"ZT3D7_G8919",0,0,0,1,0,40,0,46,45,1,5,0,3,1,9,32,26,0,116,275,421,401,0,0
"ZT3D7_G8920",2,4,0,1,0,165,0,133,176,7,3,4,11,6,14,43,25,0,81,317,490,398,4,0
"ZT3D7_G8921",0,8,5,5,4,116,1,113,139,4,6,2,13,7,21,179,70,1,544,203,344,264,3,0
"ZT3D7_G8922",0,0,0,1,3,10,0,9,11,6,6,5,15,16,23,288,167,0,619,1334,935,1040,0,0
"ZT3D7_G8923",0,1,0,1,0,15,0,8,22,0,0,0,1,0,1,17,10,0,48,20,53,28,1,0
"ZT3D7_G8924",1,0,4,9,4,173,1,186,200,7,6,1,6,7,29,192,70,2,328,183,379,212,2,1
"ZT3D7_G8925",0,26,24,46,25,10,1,16,31,7,5,2,4,7,51,42,34,2,32,18,22,21,9,3
"ZT3D7_G8926",2,10,17,31,9,666,1,156,481,15,19,8,29,21,148,316,153,0,848,429,822,701,3,6
"ZT3D7_G8927",7,10,7,13,1,831,9,690,936,48,38,31,76,11,63,354,233,9,809,577,983,745,10,3
"ZT3D7_G8928",2,7,5,10,3,359,0,387,397,8,16,4,27,6,30,208,92,1,693,383,648,535,2,0
"ZT3D7_G8929",0,1,0,0,0,26,0,24,30,12,25,11,91,8,36,50,121,0,190,1555,1209,1768,0,0
"ZT3D7_G8930",0,0,0,0,0,3,0,0,3,0,0,0,0,1,0,6,1,0,8,11,12,10,0,0
"ZT3D7_G8931",0,0,0,0,0,3,0,0,5,0,2,0,0,0,7,1,8,0,19,11,16,22,0,0
"ZT3D7_G8932",0,0,4,2,0,183,0,165,243,12,5,9,4,5,30,173,70,1,288,349,668,411,1,0
"ZT3D7_G8933",8,4,8,10,6,912,4,811,941,9,8,6,20,3,24,218,92,1,420,654,932,807,4,2
"ZT3D7_G8934",6,6,9,11,2,558,4,478,676,31,17,9,24,18,50,843,426,6,1337,732,1222,979,8,4
"ZT3D7_G8935",0,0,0,0,0,5,0,20,17,2,2,3,3,0,7,75,26,0,129,50,72,58,0,0
"ZT3D7_G8936",9,22,31,20,18,3345,10,3890,3610,53,63,39,63,31,149,1631,452,2,3052,3320,3412,4054,23,21
"ZT3D7_G8937",29,12,26,12,9,7316,13,7350,8410,109,138,83,186,30,136,1821,375,15,5214,10128,9889,10571,27,24
"ZT3D7_G8938",0,1,0,0,0,175,1,174,177,11,1,10,11,2,10,131,19,0,139,205,194,252,1,1
"ZT3D7_G8939",0,0,1,1,1,88,0,43,45,14,16,5,6,1,3,62,12,0,80,53,58,58,0,0
"ZT3D7_G8940",0,0,0,0,0,255,0,397,116,0,0,4,0,0,0,6,4,0,15,167,69,127,0,0
"ZT3D7_G8941",0,0,0,3,1,41,0,14,70,0,0,0,0,1,1,10,6,1,24,3,8,8,0,0
"ZT3D7_G8942",0,0,0,0,0,4,0,3,4,0,0,0,0,1,1,4,0,0,15,9,13,14,0,0
"ZT3D7_G8943",0,1,1,2,4,11,0,12,14,1,0,0,0,1,0,28,12,0,20,8,17,26,0,0
"ZT3D7_G8944",0,2,2,3,0,25,0,32,40,0,0,0,2,0,3,28,11,0,50,8,17,15,0,0
"ZT3D7_G8945",0,8,4,9,6,35,3,23,49,2,0,0,1,3,19,174,50,0,283,30,56,27,1,1
"ZT3D7_G8946",0,1,6,11,2,16984,0,19142,25296,1,0,0,0,47,12,4806,1113,1,31897,41819,50690,50082,2,0
"ZT3D7_G8947",0,1,0,0,0,57,1,38,34,0,0,0,0,0,2,15,10,0,25,46,32,52,0,0
"ZT3D7_G8948",7,28,32,29,15,3711,6,2981,3544,27,18,23,33,27,91,982,468,4,1437,2192,2804,2390,14,5
"ZT3D7_G8949",2,26,30,39,17,2876,3,2857,3127,37,42,25,46,39,148,1972,960,4,2784,2766,3045,2809,19,20
"ZT3D7_G8950",3,3,2,8,3,367,3,306,315,6,8,7,7,9,19,96,37,0,200,292,311,324,2,1
"ZT3D7_G8951",0,0,0,0,0,15,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8952",0,0,0,0,0,6,0,6,9,0,2,0,1,0,0,7,0,0,4,10,8,9,0,0
"ZT3D7_G8953",0,8,7,20,14,1061,1,941,1292,7,13,8,13,13,47,564,190,2,1599,1023,1614,1243,7,1
"ZT3D7_G8954",1,2,4,8,1,354,1,290,410,12,4,4,9,14,41,870,361,0,1691,544,846,601,3,0
"ZT3D7_G8955",0,0,0,0,0,8,0,9,9,0,0,2,0,0,4,21,9,0,21,16,32,33,0,0
"ZT3D7_G8956",2,4,4,9,5,591,0,486,565,21,12,14,20,6,33,201,86,2,474,875,1128,961,10,4
"ZT3D7_G8957",0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1,0,5,2,8,3,0,0
"ZT3D7_G8958",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,5,0,6,4,8,6,0,0
"ZT3D7_G8959",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0
"ZT3D7_G8960",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2,0,7,4,7,3,0,0
"ZT3D7_G8961",3,5,3,11,1,1268,3,1091,1442,13,17,10,14,17,20,512,249,2,1088,924,1165,826,8,4
"ZT3D7_G8962",1,9,6,12,10,1930,5,2035,1644,9,24,16,26,14,49,425,92,3,1619,2000,2489,2276,8,2
"ZT3D7_G8963",0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"ZT3D7_G8964",0,0,0,1,0,18,2,10,13,1,3,0,0,1,0,9,2,0,6,6,29,35,0,0
"ZT3D7_G8965",0,0,0,0,0,5,0,5,5,1,1,0,1,0,5,8,1,0,13,3,18,4,0,0
"ZT3D7_G8966",0,0,0,0,0,1,0,1,4,0,0,0,1,0,0,7,0,0,1,3,1,0,0,0
"ZT3D7_G8967",0,0,3,0,2,43,0,56,69,4,1,1,0,0,4,11,14,0,58,42,71,57,0,0
"ZT3D7_G8968",0,0,1,3,0,20,0,47,43,2,2,0,1,1,1,74,25,0,199,189,281,258,0,0
"ZT3D7_G8969",0,0,0,0,0,12,0,0,7,0,2,2,3,0,1,56,14,0,90,10,11,11,0,0
"ZT3D7_G8970",0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,52,13,0,94,70,47,93,0,0
"ZT3D7_G8971",5,14,14,23,18,1110,0,977,1168,23,13,12,36,16,51,519,225,2,1147,808,1065,956,12,5
"ZT3D7_G8972",0,0,1,0,0,36,1,49,31,0,1,2,0,0,0,21,4,0,33,35,37,36,2,0
"ZT3D7_G8973",0,7,5,11,7,328,1,338,481,6,7,13,7,5,20,116,78,1,259,336,540,462,1,2
"ZT3D7_G8974",3,3,3,11,3,9828,1,4983,7026,6,38,13,50,10,27,1357,111,5,5380,8613,7859,8525,5,6
"ZT3D7_G8975",1,2,1,6,0,31,0,12,40,9,9,2,5,1,6,85,39,1,135,99,119,82,0,0
"ZT3D7_G8976",0,0,0,0,0,244,1,157,166,1,0,0,2,1,2,16,15,0,61,604,480,515,0,0
"ZT3D7_G8977",0,0,0,0,0,0,0,4,0,1,1,0,2,2,12,30,37,0,39,153,79,91,0,0
"ZT3D7_G8978",0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,4,0,10,4,8,15,0,0
"ZT3D7_G8979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,2,0,0
"ZT3D7_G8980",0,0,0,0,0,4,0,1,0,0,3,0,0,0,2,4,2,0,7,73,42,86,0,0
"ZT3D7_G8981",0,50,7,56,7,43,1,26,95,52,15,9,93,23,177,12,59,13,34,85,65,51,20,6
"ZT3D7_G8982",63,141,115,165,69,23832,49,17754,28133,193,224,162,262,214,648,10165,5343,17,24220,19983,30034,24764,66,49
"ZT3D7_G8983",1,25,9,25,11,634,3,531,638,26,10,9,20,14,54,490,200,0,777,575,876,705,3,3
"ZT3D7_G8984",1,1,1,4,2,216,0,152,248,5,8,4,11,2,18,41,23,0,105,169,273,199,0,0
"ZT3D7_G8985",8,6,2,4,3,150,3,187,133,13,8,9,9,8,19,56,34,2,114,154,217,158,1,1
"ZT3D7_G8986",1,6,3,8,6,187,1,140,146,8,4,4,13,3,18,123,46,1,285,92,220,117,3,0
"ZT3D7_G8987",0,1,1,8,1,84,1,42,107,0,0,2,0,3,2,36,7,0,55,39,86,54,0,0
"ZT3D7_G8988",0,2,2,6,1,138,0,114,116,5,8,8,3,6,11,53,45,3,147,147,207,126,4,0
"ZT3D7_G8989",0,7,9,16,6,264,2,187,336,14,8,7,7,4,24,73,52,1,106,75,151,124,2,1
"ZT3D7_G8990",0,1,2,3,1,349,0,286,442,0,5,0,1,2,8,75,13,0,177,106,170,127,4,0
"ZT3D7_G8991",0,0,0,1,0,2,0,1,7,0,0,0,0,0,0,0,0,0,3,1,5,1,0,0
"ZT3D7_G8992",0,0,1,2,1,34,0,31,57,1,0,1,1,1,2,14,6,0,9,16,30,46,1,0
"ZT3D7_G8993",7,6,7,6,7,439,7,670,708,66,18,26,51,12,45,153,76,2,36,193,53,157,28,37
"ZT3D7_G8994",1,2,5,3,0,258,0,193,283,5,2,2,2,2,12,77,32,0,112,136,164,116,1,0
"ZT3D7_G8995",0,4,7,7,7,62,1,39,66,3,2,1,2,2,1,3,9,0,15,10,11,14,1,4
"ZT3D7_G8996",0,0,0,0,0,0,0,0,0,2,0,2,2,0,1,12,12,0,7,7,6,15,0,0
"ZT3D7_G8997",0,0,0,0,0,21,0,17,15,0,0,1,3,1,1,15,5,0,4,3,3,2,0,0
"ZT3D7_G8998",0,0,0,0,1,5,0,2,0,4,2,3,1,2,5,111,48,0,155,27,30,33,0,0
"ZT3D7_G8999",0,1,0,0,0,39,0,23,44,0,0,0,1,0,0,5,5,0,15,7,18,17,0,0
"ZT3D7_G9000",0,0,0,1,1,48,0,24,49,1,0,1,0,2,1,25,13,0,27,9,44,11,1,0
"ZT3D7_G9001",1,5,5,7,2,56,0,57,77,2,2,0,9,3,21,108,45,0,169,56,72,58,2,0
"ZT3D7_G9002",23,32,21,65,18,10952,17,10070,11303,95,87,101,150,53,175,2163,627,3,5548,9082,11451,11045,28,36
"ZT3D7_G9003",1,3,3,9,2,610,0,528,673,4,3,6,11,10,12,112,53,1,266,467,548,603,1,1
"ZT3D7_G9004",0,2,8,10,5,592,2,466,594,3,0,0,0,4,15,186,75,1,288,369,528,457,0,0
"ZT3D7_G9005",0,0,0,1,0,24,0,27,8,3,0,0,0,2,5,9,10,0,17,28,30,20,0,0
"ZT3D7_G9006",0,3,4,3,3,142,0,113,146,2,6,0,3,4,20,36,36,0,114,136,260,190,1,0
"ZT3D7_G9007",2,1,8,9,3,268,1,273,271,8,11,8,10,5,10,180,85,6,263,125,266,246,4,3
"ZT3D7_G9008",7,5,14,17,4,1204,3,1038,1295,6,9,4,9,9,20,232,115,1,414,709,1100,970,4,1
"ZT3D7_G9009",0,11,9,10,11,2155,4,1972,1903,24,14,23,22,9,43,554,176,0,1345,1785,2069,2058,6,4
"ZT3D7_G9010",0,0,1,2,2,2220,0,3782,3938,2,3,1,1,5,2,3277,217,0,9751,23149,21536,20771,0,0
"ZT3D7_G9011",8,3,2,13,6,12453,1,8310,14129,13,26,18,10,17,27,1356,232,9,4350,12967,16153,14990,4,7
"ZT3D7_G9012",0,6,7,10,0,215,0,172,221,10,8,5,7,6,14,167,92,2,335,161,312,236,0,1
"ZT3D7_G9013",0,4,1,4,3,84,0,73,107,1,0,2,0,4,9,81,55,0,70,62,71,75,2,0
"ZT3D7_G9014",17,25,15,15,9,1631,13,1297,1347,49,28,47,62,31,63,1121,550,8,1480,1533,2084,1784,8,9
"ZT3D7_G9015",0,2,1,3,0,71,0,27,33,1,0,0,0,3,15,19,16,0,50,54,96,66,0,0
"ZT3D7_G9016",0,2,0,2,2,70,0,67,63,3,2,1,5,2,11,23,12,1,68,45,105,78,0,0
"ZT3D7_G9017",0,4,5,12,5,416,0,423,643,1,4,2,6,9,23,336,166,1,738,347,473,405,1,0
"ZT3D7_G9018",3,13,16,12,9,4966,6,4594,5250,36,23,28,28,15,53,1757,373,1,4051,3294,4383,3402,4,5
"ZT3D7_G9019",0,1,0,1,1,49,0,69,89,1,3,3,0,0,3,23,2,0,20,11,15,2,1,1
"ZT3D7_G9020",1,4,9,4,2,308,2,416,170,7,12,2,2,7,27,21,40,2,28,73,67,78,14,3
"ZT3D7_G9021",6,7,15,5,20,166,5,204,74,9,9,2,1,7,38,25,47,0,31,12,20,44,27,2
"ZT3D7_G9022",0,4,0,11,0,257,0,54,165,0,1,3,1,5,22,52,20,0,261,178,481,295,5,1
"ZT3D7_G9023",2,0,1,0,0,14,0,8,0,3,3,11,6,4,8,14,12,0,11,24,98,32,0,0
"ZT3D7_G9024",2,1,12,10,5,951,1,800,953,9,11,8,13,12,44,281,153,4,543,598,1021,974,1,2
"ZT3D7_G9025",4,3,6,2,0,19,4,18,9,34,48,41,52,4,38,53,25,4,16,31,39,26,6,11
"ZT3D7_G9026",21,3,4,2,1,68,26,218,36,190,299,193,136,13,173,84,48,14,129,270,713,562,7,12
"ZT3D7_G9027",0,0,3,4,3,142,0,153,141,5,1,0,5,0,6,72,32,0,207,144,252,174,0,2
"ZT3D7_G9028",5,4,3,2,3,92,2,62,101,4,11,3,12,0,22,118,53,0,129,81,117,117,6,1
"ZT3D7_G9029",0,0,0,0,0,4,0,0,4,1,0,0,0,0,3,5,2,0,8,4,8,11,0,0
"ZT3D7_G9030",0,0,1,1,1,4,0,9,2,0,0,0,0,0,0,0,2,1,2,1,1,2,0,0
"ZT3D7_G9031",0,0,0,1,0,1,0,4,0,0,0,0,0,0,1,9,3,0,9,0,0,0,0,0
"ZT3D7_G9032",0,1,0,1,2,14,0,19,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ZT3D7_G9033",0,0,0,0,0,2,0,1,2,0,0,0,0,1,0,2,2,0,4,4,8,1,0,0
"ZT3D7_G9034",0,0,0,0,0,10,0,9,12,0,0,0,0,0,0,5,1,0,3,8,15,6,0,0
"ZT3D7_G9035",5,5,5,8,1,699,7,835,904,20,13,9,25,8,33,173,92,5,369,686,781,897,7,2
"ZT3D7_G9036",1,5,8,8,8,648,4,678,756,13,9,11,13,11,52,236,138,0,513,345,651,482,7,0
"ZT3D7_G9037",1,2,6,10,6,2430,1,2081,2255,16,13,13,9,10,39,498,127,1,1226,898,1440,1498,6,7
"ZT3D7_G9038",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G9039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ZT3D7_G9040",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"ZT3D7_G9041",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"ZT3D7_G9042",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"ZT3D7_G9043",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G9044",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"ZT3D7_G9045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"ZT3D7_G9046",0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,3,0,1,2,0,0,1,0
"ZT3D7_G9047",0,0,0,0,0,1,0,1,1,3,0,1,2,1,4,71,35,0,73,7,12,5,0,0
"ZT3D7_G9048",1,1,0,0,0,22,0,12,16,1,1,0,0,1,0,42,22,0,76,21,37,24,0,0
"ZT3D7_G9049",0,2,3,3,3,129,0,114,140,8,10,5,17,6,13,66,58,0,168,78,230,136,1,1
"ZT3D7_G9050",116,30,31,31,10,55615,106,48752,57005,179,489,245,396,69,247,9642,1487,59,25956,50977,57746,57693,63,48
"ZT3D7_G9051",3,2,2,2,2,654,4,668,831,3,4,11,10,4,18,305,55,0,702,631,673,727,3,1
"ZT3D7_G9052",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,0,13,10,8,12,0,0
"ZT3D7_G9053",1,36,27,37,22,9,2,5,4,21,13,3,20,43,167,156,304,0,90,6,16,6,17,7
"ZT3D7_G9054",0,0,0,3,2,109,0,53,87,0,4,0,0,2,3,124,27,0,220,125,192,121,0,0
"ZT3D7_G9055",9,31,24,28,2,3686,19,2721,4038,50,54,44,57,45,134,1522,669,7,3109,2349,3640,2643,14,16
"ZT3D7_G9056",2,6,4,9,2,1041,4,721,1017,9,1,5,3,10,30,302,75,0,566,940,1120,927,0,0
"ZT3D7_G9057",2,49,19,37,24,116,2,260,185,23,19,8,26,42,172,224,254,1,349,90,281,175,14,6
"ZT3D7_G9058",0,15,1,10,3,53,0,165,57,4,4,1,11,20,45,30,75,2,39,19,48,35,6,4
"ZT3D7_G9059",0,33,16,38,9,54,2,211,64,7,1,3,35,20,92,142,139,0,182,21,55,33,18,0
"ZT3D7_G9060",0,0,0,0,0,0,0,0,1,3,1,0,3,13,51,150,105,0,285,6,50,15,0,0
"ZT3D7_G9061",0,0,0,0,1,1,0,2,2,7,5,2,6,30,62,963,401,0,2094,297,538,304,0,0
"ZT3D7_G9062",8,43,25,39,27,2584,12,3160,2754,50,54,38,58,21,143,232,153,6,658,2368,2962,2794,32,9
"ZT3D7_G9063",3,17,13,15,6,816,6,834,884,26,26,22,36,18,80,988,323,4,2175,1309,2029,1692,5,8
"ZT3D7_G9064",146,44,32,53,16,28424,146,36901,53314,75,75,63,84,174,159,10170,4291,109,38352,27913,44904,26922,52,26
"ZT3D7_G9065",0,0,0,0,0,7,0,14,14,1,1,0,3,2,5,13,5,0,34,28,60,35,0,0
"ZT3D7_G9066",7,6,6,4,5,1358,13,1520,1433,67,88,43,104,26,125,1423,423,4,1918,1541,1580,1824,8,8
"ZT3D7_G9067",0,0,1,0,0,14,0,6,15,4,10,1,3,7,6,189,48,0,304,120,106,132,0,1
"ZT3D7_G9068",4,0,0,3,1,21,2,9,20,4,6,4,6,1,1,25,9,1,35,29,4,22,1,0
"ZT3D7_G9069",0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0
"ZT3D7_G9070",6,89,58,84,37,118,5,93,174,45,25,14,62,96,335,704,893,4,888,40,45,27,35,5
"ZT3D7_G9071",0,1,4,2,5,82,0,104,123,5,6,2,6,7,25,69,91,3,155,16,16,5,0,0
"ZT3D7_G9072",0,0,0,1,0,6,0,9,4,0,0,1,0,0,0,1,2,0,1,1,0,0,0,0
"ZT3D7_G9073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G9074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ZT3D7_G9075",0,0,0,0,1,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G9076",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
