"","1A5-1-7d_R1","1A5-7-7d_R1","1A5-10-7d_R1","1A5-3-12d_R1","1A5-5-12d_R1","1A5-7-12d_R1","1A5-8-14d_R1","1A5-9-14d_R1","1A5-10-14d_R1","1A5-3-28d_R1","1A5-6-28d_R1","1A5-7-28d_R1","1E4-4-7d_R1","1E4-5-7d_R1","1E4-6-7d_R1","1E4-3-12d_R1","1E4-6-12d_R1","1E4-7-12d_R1","1E4-5-14d_R1","1E4-8-14d_R1","1E4-10-14d_R1","1E4-3-28d_R1","1E4-4-28d_R1","1E4-6-28d_R1"
"ZT3D7_G7163",1,9,6,5,18,14,28,296,194,914,639,1200,7,12,16,105,8,25,166,136,135,1051,1058,909
"ZT3D7_G7164",2,7,0,0,6,0,9,109,55,338,363,572,3,5,1,41,19,9,50,32,40,441,426,561
"ZT3D7_G7165",10,158,40,30,45,22,98,620,366,9830,9025,14995,70,105,97,749,58,79,215,175,234,11950,7732,9035
"ZT3D7_G7166",11,17,6,21,25,27,98,545,268,719,818,817,10,33,26,166,66,79,350,282,279,1129,729,1376
"ZT3D7_G7167",0,3,4,2,4,6,22,144,57,459,415,678,2,4,1,63,5,11,38,32,38,538,473,455
"ZT3D7_G7168",3,7,3,7,12,12,38,416,151,1275,1152,1747,11,8,8,112,11,44,144,140,116,1077,965,1021
"ZT3D7_G7169",1,1,3,1,6,3,3,28,42,35,18,26,0,1,0,2,1,0,5,15,2,4,0,1
"ZT3D7_G7170",0,1,0,2,1,3,6,64,37,430,572,606,1,3,4,47,8,3,55,40,33,587,577,797
"ZT3D7_G7171",0,7,1,5,57,4,640,2776,779,3498,5940,7452,8,7,16,838,58,44,821,1136,2433,8359,5069,14055
"ZT3D7_G7172",1,0,0,0,1,0,0,39,23,89,184,155,0,0,0,32,2,2,27,20,12,547,229,328
"ZT3D7_G7173",0,1,0,3,7,1,8,59,24,165,171,290,0,2,7,37,7,3,19,18,44,353,348,399
"ZT3D7_G7174",0,14,5,8,17,6,17,335,181,870,959,1231,8,10,25,105,21,25,132,111,98,1033,903,1020
"ZT3D7_G7175",4,8,1,0,4,2,13,105,29,546,244,770,7,2,8,67,5,13,24,39,19,808,493,501
"ZT3D7_G7176",2,7,3,8,11,17,64,434,291,1120,1263,1544,7,15,10,132,21,33,226,170,167,1152,1362,1160
"ZT3D7_G7177",5,21,9,14,11,9,33,350,228,477,430,669,11,9,17,77,15,38,198,163,104,624,473,397
"ZT3D7_G7178",0,0,1,1,5,1,7,41,24,213,172,328,4,2,0,21,6,2,14,16,22,259,169,218
"ZT3D7_G7179",0,0,1,0,5,2,2,72,24,105,87,161,5,1,4,18,5,15,37,26,36,165,115,199
"ZT3D7_G7180",148,62,52,260,427,407,932,1869,1352,208,178,192,152,113,73,1342,678,989,1525,2138,1970,180,153,103
"ZT3D7_G7181",1,12,4,10,6,5,39,236,132,577,629,925,5,12,10,71,15,22,117,97,92,732,586,1153
"ZT3D7_G7182",5,11,9,6,7,5,19,124,75,178,209,213,1,12,2,32,12,16,46,60,35,227,140,364
"ZT3D7_G7183",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,47,28,45
"ZT3D7_G7184",3,17,11,10,28,13,28,242,94,677,687,898,27,31,57,352,60,68,205,168,242,3950,2530,3347
"ZT3D7_G7185",0,8,8,3,30,2,171,1389,74,366,592,575,11,4,17,44,5,23,24,70,526,380,378,780
"ZT3D7_G7186",0,0,0,1,2,1,8,56,26,14,8,20,2,0,0,14,10,11,35,40,41,71,35,33
"ZT3D7_G7187",12,13,7,20,25,20,79,700,278,2176,2362,3053,8,5,10,207,55,54,184,218,220,2106,1904,2162
"ZT3D7_G7188",10,6,4,12,5,13,17,146,72,509,443,690,18,25,10,92,13,32,43,35,46,983,462,781
"ZT3D7_G7189",31,110,40,34,41,34,39,392,189,2048,2116,2687,35,53,32,266,31,55,127,107,153,3656,2587,2773
"ZT3D7_G7190",21,117,25,31,78,33,156,1376,601,7040,6410,9052,60,58,63,570,81,115,357,384,347,8352,5105,5534
"ZT3D7_G7191",0,5,1,2,7,0,47,144,79,132,151,220,2,1,2,23,8,10,38,49,48,122,112,143
"ZT3D7_G7192",0,6,3,1,7,1,4,64,40,1138,898,1510,4,5,8,102,5,6,37,29,23,1735,939,1320
"ZT3D7_G7193",5,21,5,2,10,9,13,207,72,724,680,1045,5,10,4,58,5,11,41,34,27,859,497,442
"ZT3D7_G7194",1,0,0,4,3,0,7,67,11,149,150,272,0,0,0,15,0,0,6,8,5,96,94,96
"ZT3D7_G7195",2,8,3,5,8,9,19,205,86,595,896,833,12,11,12,115,13,26,65,77,65,1657,1112,1114
"ZT3D7_G7196",4,12,2,4,7,2,8,125,47,1037,859,1330,0,5,3,152,7,14,39,18,48,2081,1121,1196
"ZT3D7_G7197",35,5,6,34,79,70,102,214,154,82,95,125,14,16,1,172,80,118,175,252,287,96,74,98
"ZT3D7_G7198",0,0,0,0,6,0,0,4,3,17,25,46,0,0,0,5,0,2,0,0,0,23,10,22
"ZT3D7_G7199",8,13,8,4,0,3,15,48,34,96,52,134,7,4,6,33,11,5,30,36,29,213,106,195
"ZT3D7_G7200",7,32,8,24,40,33,73,1145,424,5682,5727,7615,26,26,47,359,47,87,319,324,331,4453,4415,5296
"ZT3D7_G7201",4,2,2,5,10,12,43,216,90,532,554,727,7,7,12,86,31,47,67,92,123,677,484,602
"ZT3D7_G7202",0,0,0,0,0,0,11,56,25,119,146,206,0,3,0,23,6,5,26,35,43,351,286,491
"ZT3D7_G7203",0,13,3,8,25,3,8,194,63,728,643,770,22,19,24,110,22,18,54,87,20,1236,707,809
"ZT3D7_G7204",4,7,6,15,36,22,42,300,114,634,688,727,13,22,22,133,36,51,123,154,99,894,570,1159
"ZT3D7_G7205",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,18,2,11
"ZT3D7_G7206",0,0,0,0,1,0,2,9,6,7,6,6,0,2,0,4,0,1,17,13,4,22,17,40
"ZT3D7_G7207",0,0,0,0,0,0,1,1,0,6,7,10,1,1,0,16,8,11,48,33,13,42,54,59
"ZT3D7_G7208",0,0,0,0,2,11,0,12,0,14,13,12,7,1,2,20,3,11,26,33,35,62,42,71
"ZT3D7_G7209",2,1,2,12,27,27,40,212,162,328,382,549,6,7,12,97,36,53,194,212,105,447,528,601
"ZT3D7_G7210",0,0,0,0,0,0,0,3,0,66,52,125,0,0,3,6,0,0,0,0,3,147,98,109
"ZT3D7_G7211",5,13,11,9,8,11,19,226,121,1503,1477,2077,15,15,19,168,14,26,60,44,62,2304,1828,2013
"ZT3D7_G7212",0,6,2,3,14,7,20,251,113,1131,1162,1306,1,4,13,74,11,24,113,72,101,942,1076,1019
"ZT3D7_G7213",0,9,2,3,4,3,14,180,29,604,607,768,0,3,7,65,13,14,36,52,51,903,720,862
"ZT3D7_G7214",15,214,52,20,78,35,60,1372,463,5394,5215,5407,127,157,255,317,230,351,581,231,339,5275,2766,6978
"ZT3D7_G7215",11,6,6,11,20,26,51,216,100,228,247,292,7,7,13,91,39,39,119,130,107,295,251,514
"ZT3D7_G7216",6,3,4,14,38,15,98,258,183,1725,2026,3244,5,6,10,211,47,24,115,133,160,1594,2084,2823
"ZT3D7_G7217",2,2,0,5,2,2,10,84,56,517,528,699,0,3,4,43,5,15,42,24,18,476,419,736
"ZT3D7_G7218",4,2,0,3,6,6,12,120,38,784,671,1267,0,2,12,73,3,7,6,19,31,1211,910,878
"ZT3D7_G7219",0,0,0,0,0,0,3,23,16,60,74,88,0,0,4,13,4,8,12,16,15,97,71,102
"ZT3D7_G7220",0,3,1,2,2,1,3,37,26,31,44,56,3,4,0,26,6,16,40,46,13,127,132,177
"ZT3D7_G7221",0,1,0,0,0,0,6,7,0,5,2,15,0,1,0,12,1,3,4,11,8,74,49,85
"ZT3D7_G7222",8,7,2,9,44,19,62,826,310,2438,2159,3236,7,22,31,214,32,41,248,134,174,2761,2103,2568
"ZT3D7_G7223",0,0,0,1,7,0,15,42,19,138,143,191,3,2,0,28,6,13,25,29,24,280,314,359
"ZT3D7_G7224",0,3,1,0,1,0,1,55,8,132,181,134,1,1,3,10,3,3,6,8,4,157,114,209
"ZT3D7_G7225",0,2,2,2,4,8,2,65,19,408,383,552,0,5,10,43,7,6,13,26,6,511,276,361
"ZT3D7_G7226",5,9,5,11,9,13,24,534,301,890,936,989,5,9,14,75,15,29,312,241,174,749,651,607
"ZT3D7_G7227",5,16,8,14,9,18,34,415,201,937,865,1372,22,10,15,121,24,35,225,200,116,1147,1020,754
"ZT3D7_G7228",7,36,19,23,15,12,21,426,257,447,441,496,11,18,17,117,30,52,383,308,226,603,448,451
"ZT3D7_G7229",5,20,6,14,13,8,24,430,174,1340,1384,1730,10,16,11,186,28,36,79,103,138,2626,1401,1920
"ZT3D7_G7230",0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,56,4,2,20,12,13,947,378,522
"ZT3D7_G7231",0,12,3,5,0,1,5,11,6,19,43,10,16,1,14,6,14,9,12,5,24,62,33,69
"ZT3D7_G7232",2,38,10,1,7,12,13,28,8,31,34,42,19,14,25,10,20,11,12,11,10,32,15,26
"ZT3D7_G7233",1,5,6,4,18,17,26,300,118,1484,1053,1774,6,10,1,147,27,36,109,136,91,970,494,973
"ZT3D7_G7234",14,31,19,30,19,16,34,286,146,373,463,470,24,23,8,106,42,48,240,185,111,655,400,539
"ZT3D7_G7235",2,1,1,2,3,4,23,263,133,210,200,205,8,4,1,34,16,19,84,68,57,168,172,260
"ZT3D7_G7236",0,0,3,0,7,6,3,54,22,183,165,221,4,3,0,72,24,30,51,92,74,276,289,348
"ZT3D7_G7237",0,0,0,1,0,0,1,1,0,35,25,29,0,0,0,2,0,0,1,0,0,59,50,44
"ZT3D7_G7238",5,10,3,7,13,17,37,485,255,653,551,752,1,5,0,72,13,9,126,103,88,438,408,462
"ZT3D7_G7239",4,7,3,3,10,9,10,162,73,571,574,705,10,3,4,70,8,10,48,42,47,859,755,764
"ZT3D7_G7240",5,5,3,1,13,6,20,171,70,643,589,882,7,15,21,133,12,13,79,46,52,1461,1085,1155
"ZT3D7_G7241",0,0,0,0,0,0,0,0,0,1,0,0,4,3,6,35,3,11,53,38,50,239,256,367
"ZT3D7_G7242",0,0,0,0,0,0,0,0,0,5,0,3,1,1,0,5,0,1,0,2,0,57,34,55
"ZT3D7_G7243",1,5,0,4,5,1,15,135,63,271,334,412,3,5,12,51,3,15,60,51,47,381,386,444
"ZT3D7_G7244",8,28,8,27,22,28,52,750,606,1878,1720,2958,12,15,12,173,29,66,320,283,241,1802,1723,1419
"ZT3D7_G7245",4,37,10,16,29,27,49,577,303,2029,1655,2615,24,24,32,169,24,42,319,246,171,2504,1898,1468
"ZT3D7_G7246",16,45,13,22,28,24,86,614,317,4889,4899,7409,24,36,42,389,42,49,255,206,198,4990,3912,3574
"ZT3D7_G7247",50,188,87,91,82,59,90,808,486,9300,8750,12311,90,129,116,1053,94,170,247,242,231,15407,9208,8638
"ZT3D7_G7248",0,0,0,0,0,0,2,28,16,34,61,52,3,2,0,13,3,2,5,10,9,198,98,164
"ZT3D7_G7249",4,0,1,13,14,20,16,40,72,4,6,13,11,4,0,97,27,90,183,274,89,10,7,17
"ZT3D7_G7250",0,0,0,0,1,0,0,3,5,5,9,5,0,1,0,0,0,3,2,1,0,15,6,12
"ZT3D7_G7251",10,14,2,9,21,9,42,373,141,1272,1159,1962,10,9,6,143,19,34,87,109,72,1378,911,1135
"ZT3D7_G7252",4,16,8,7,9,8,23,286,208,487,467,619,5,7,3,96,37,36,119,133,74,517,443,704
"ZT3D7_G7253",10,8,2,50,83,77,92,283,159,128,148,203,9,11,6,302,122,245,310,282,417,123,167,161
"ZT3D7_G7254",116,10,31,273,497,516,895,1175,790,82,74,101,103,69,24,1240,605,982,1159,1118,1788,123,123,190
"ZT3D7_G7255",20,7,5,19,28,34,34,82,64,36,47,60,8,15,11,117,67,84,60,82,95,62,55,71
"ZT3D7_G7256",0,1,2,2,2,0,0,13,11,42,41,52,3,10,4,4,3,3,2,6,5,59,46,96
"ZT3D7_G7257",0,2,0,3,2,2,8,22,1,59,66,69,2,0,0,6,3,6,6,7,4,114,96,92
"ZT3D7_G7258",0,1,0,4,4,1,7,61,14,52,105,77,0,2,0,16,6,10,19,13,12,127,115,188
"ZT3D7_G7259",0,1,0,2,2,3,1,78,31,109,105,154,1,4,1,15,11,7,55,33,20,193,135,254
"ZT3D7_G7260",0,0,3,4,8,6,17,146,62,280,337,455,0,1,1,9,1,3,22,11,0,47,57,42
"ZT3D7_G7261",0,2,0,0,0,4,1,14,5,5,1,9,0,0,0,1,1,0,1,0,0,0,2,1
"ZT3D7_G7262",0,12,3,6,16,5,27,248,105,526,516,734,9,6,14,61,17,37,114,113,92,694,480,666
"ZT3D7_G7263",32,3,2,27,89,62,172,319,224,53,65,67,21,12,3,485,110,279,533,554,845,67,46,66
"ZT3D7_G7264",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7266",0,0,0,2,6,2,9,9,8,14,12,33,0,0,1,31,14,28,40,37,62,43,21,63
"ZT3D7_G7267",0,0,0,7,7,1,11,6,3,35,33,42,0,1,0,18,7,18,30,24,33,62,62,61
"ZT3D7_G7268",1,2,1,1,9,5,17,194,80,568,578,900,1,3,7,51,5,8,73,46,73,534,396,440
"ZT3D7_G7269",0,0,0,1,0,1,2,5,0,18,22,12,3,0,0,12,6,6,16,11,19,61,70,77
"ZT3D7_G7270",0,1,2,0,3,1,1,11,24,12,22,15,1,0,0,5,0,6,16,9,14,34,18,9
"ZT3D7_G7271",2,7,6,7,19,7,49,270,180,654,756,911,9,9,6,112,22,21,129,111,108,829,611,666
"ZT3D7_G7272",15,19,7,13,23,16,30,555,287,583,585,679,11,14,12,88,25,53,230,185,105,502,340,403
"ZT3D7_G7273",1,4,2,2,12,15,41,167,103,114,123,113,4,6,4,82,35,54,163,170,187,313,164,207
"ZT3D7_G7274",0,0,0,0,3,2,1,56,26,221,266,400,3,1,7,11,1,2,5,2,1,100,77,106
"ZT3D7_G7275",0,4,0,3,5,6,5,35,57,83,135,116,0,0,0,7,0,0,1,4,12,59,66,92
"ZT3D7_G8912",4,2,0,4,15,20,30,132,24,89,131,145,2,0,0,53,20,26,76,77,68,77,92,125
"ZT3D7_G8913",34,2,2,43,352,454,487,1310,395,4,33,4,1,6,0,508,77,220,832,432,621,8,13,24
"ZT3D7_G8914",0,4,0,2,0,0,6,16,20,14,10,28,2,0,5,9,2,3,10,2,6,54,46,78
"ZT3D7_G8915",6,2,0,3,0,5,0,64,21,43,45,59,1,0,0,6,2,3,29,17,14,56,39,120
"ZT3D7_G8916",6,6,1,6,12,9,53,274,152,371,504,521,5,7,3,66,7,19,99,76,64,514,367,561
"ZT3D7_G8917",0,1,1,0,0,0,0,29,13,187,202,257,13,2,7,89,4,14,140,63,92,1090,813,951
"ZT3D7_G8918",3,12,3,16,11,5,15,213,189,204,224,222,4,7,6,78,15,33,235,224,159,291,184,307
"ZT3D7_G8919",0,0,0,0,0,2,6,34,12,157,182,210,0,1,2,10,2,0,16,15,3,146,70,106
"ZT3D7_G8920",1,2,0,2,5,0,3,38,11,159,166,274,2,3,3,28,4,3,4,12,6,433,276,380
"ZT3D7_G8921",0,1,1,2,9,3,11,78,50,155,147,191,1,2,2,56,7,21,54,47,54,326,223,396
"ZT3D7_G8922",0,0,0,0,0,1,0,18,3,5,3,19,5,5,0,55,8,31,100,94,98,315,218,320
"ZT3D7_G8923",0,0,0,3,0,4,0,24,4,26,31,28,0,0,0,3,2,1,6,8,5,37,17,51
"ZT3D7_G8924",7,2,2,6,3,6,17,119,62,270,302,363,1,3,0,36,5,16,66,58,62,189,171,248
"ZT3D7_G8925",0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,51,23,24,71,144,40,33,32,38
"ZT3D7_G8926",6,6,0,12,25,24,57,339,73,121,234,150,5,4,2,107,21,39,116,145,249,145,111,308
"ZT3D7_G8927",9,34,10,18,12,14,47,393,215,1126,1109,1290,23,21,27,92,20,42,157,137,95,1179,802,1046
"ZT3D7_G8928",2,4,3,10,10,9,28,294,160,602,638,865,2,6,7,81,10,27,93,89,80,786,511,833
"ZT3D7_G8929",0,0,0,1,2,2,2,80,15,183,307,276,0,1,2,3,0,2,3,1,4,54,31,19
"ZT3D7_G8930",0,0,0,0,0,1,0,15,7,2,9,8,0,0,0,0,0,0,0,0,0,9,5,9
"ZT3D7_G8931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,0,1
"ZT3D7_G8932",0,3,2,1,2,0,7,101,56,181,274,269,4,3,7,25,0,10,34,47,26,216,135,222
"ZT3D7_G8933",6,27,8,12,13,17,48,410,164,1253,1093,1806,8,13,5,102,13,19,74,53,48,1199,1048,1037
"ZT3D7_G8934",8,29,13,21,28,50,85,1103,637,1809,1772,2473,2,6,5,101,22,32,147,140,82,727,852,755
"ZT3D7_G8935",5,1,0,0,2,2,9,70,43,64,36,48,1,0,0,4,0,0,5,5,0,69,36,99
"ZT3D7_G8936",20,45,22,28,29,32,66,994,662,4085,3040,5591,19,20,47,359,31,46,511,367,221,4918,3727,3285
"ZT3D7_G8937",32,126,36,26,75,31,74,1017,512,8920,8939,12470,56,56,105,780,39,68,273,218,132,13536,10085,9720
"ZT3D7_G8938",1,7,2,0,4,1,12,53,9,235,362,270,1,3,2,13,2,0,15,15,15,187,156,246
"ZT3D7_G8939",2,11,0,0,0,0,4,17,16,43,38,36,5,5,4,10,2,2,14,6,12,163,95,111
"ZT3D7_G8940",0,0,0,0,0,0,0,7,3,106,110,183,0,1,0,35,1,0,10,15,16,633,519,808
"ZT3D7_G8941",0,1,0,0,1,7,3,90,31,98,160,156,0,0,2,9,0,3,21,22,12,57,113,105
"ZT3D7_G8942",0,0,0,0,0,0,0,6,1,14,11,8,0,0,0,10,1,2,6,17,29,15,39,52
"ZT3D7_G8943",2,0,0,3,14,6,10,217,56,73,57,69,3,0,5,17,1,14,44,20,27,67,82,137
"ZT3D7_G8944",0,0,0,1,0,0,3,24,0,38,67,85,0,1,0,4,0,0,3,4,4,47,36,43
"ZT3D7_G8945",3,0,2,4,13,8,5,137,59,111,120,123,2,4,0,55,20,36,108,63,62,87,94,121
"ZT3D7_G8946",1,0,0,6,118,2,341,16252,2901,33303,69730,58643,3,0,0,2247,13,18,1537,1855,1228,36028,42257,27116
"ZT3D7_G8947",2,0,1,0,1,0,3,32,3,10,28,19,2,1,0,2,2,3,12,4,4,25,23,16
"ZT3D7_G8948",10,18,10,12,45,30,62,1235,425,3687,3691,5334,15,17,27,342,37,67,334,257,263,4257,3888,3208
"ZT3D7_G8949",12,27,11,29,50,29,140,1317,634,3168,3017,4796,23,23,23,399,77,129,555,480,460,4359,3339,3198
"ZT3D7_G8950",0,7,4,2,5,2,11,185,71,352,358,317,1,6,3,52,9,16,61,58,39,591,383,444
"ZT3D7_G8951",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1,3,17,21,31
"ZT3D7_G8952",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,2,4,3,7,4,147,137,149
"ZT3D7_G8953",11,6,4,7,18,18,52,548,190,986,1015,1484,5,10,12,179,30,34,154,135,178,1731,1235,1607
"ZT3D7_G8954",0,10,3,8,14,8,15,217,158,498,426,674,8,11,10,96,15,26,153,100,112,594,563,587
"ZT3D7_G8955",2,3,0,0,3,1,9,60,35,46,66,58,1,0,2,10,5,2,25,20,29,43,24,52
"ZT3D7_G8956",8,11,8,8,11,5,30,214,109,1034,1013,1535,10,17,27,103,14,27,90,74,78,1216,835,1128
"ZT3D7_G8957",0,0,0,0,0,0,1,5,0,0,4,8,0,0,0,1,0,1,2,1,0,3,4,5
"ZT3D7_G8958",0,0,0,0,0,0,0,1,0,2,4,3,0,0,0,0,0,0,0,1,0,1,0,2
"ZT3D7_G8959",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,2,7,6,10
"ZT3D7_G8960",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,3,15,8,16
"ZT3D7_G8961",0,5,4,6,14,11,29,256,162,1236,974,1862,6,12,13,156,15,30,184,100,147,1835,1372,1453
"ZT3D7_G8962",8,16,8,12,12,14,30,304,149,1933,2372,2902,15,22,11,178,28,36,133,115,153,2883,1791,2752
"ZT3D7_G8963",0,0,0,0,0,2,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"ZT3D7_G8964",0,0,0,0,0,1,0,6,7,7,13,14,0,1,0,5,1,0,5,5,5,8,13,7
"ZT3D7_G8965",0,0,0,0,0,0,0,1,0,2,0,4,0,0,0,1,0,0,2,3,7,30,33,44
"ZT3D7_G8966",0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,3,4
"ZT3D7_G8967",2,0,0,1,1,4,2,79,38,102,93,152,0,0,0,14,2,3,7,10,5,78,80,111
"ZT3D7_G8968",0,3,0,0,0,0,9,54,35,76,108,128,0,0,0,41,2,0,20,8,6,624,288,500
"ZT3D7_G8969",0,0,2,0,3,0,4,18,4,9,21,6,0,0,0,3,2,0,5,7,6,23,16,28
"ZT3D7_G8970",0,0,0,0,2,0,5,60,14,16,30,37,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8971",3,15,10,14,19,13,47,479,226,1146,1045,1396,15,11,23,172,42,61,269,151,174,1708,1152,1454
"ZT3D7_G8972",0,0,0,0,2,0,3,14,2,32,39,81,0,0,0,0,0,0,0,0,3,16,16,21
"ZT3D7_G8973",2,13,2,8,9,4,14,165,79,512,506,846,1,6,3,56,9,14,64,68,45,514,428,642
"ZT3D7_G8974",4,17,7,6,19,9,20,353,110,4675,4761,7550,10,25,9,583,14,54,89,34,85,10325,8439,8301
"ZT3D7_G8975",2,11,0,1,6,9,9,44,40,78,98,90,6,7,3,11,4,5,28,14,23,41,26,57
"ZT3D7_G8976",2,1,0,0,2,2,1,36,5,161,195,308,3,0,0,53,2,1,14,8,9,1201,1235,1004
"ZT3D7_G8977",0,0,0,0,0,0,2,2,0,5,4,2,0,0,0,2,0,0,0,0,0,17,13,13
"ZT3D7_G8978",0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,5,1,25,19,22
"ZT3D7_G8979",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,4,15
"ZT3D7_G8980",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,37,1,2,5,0,1,479,215,211
"ZT3D7_G8981",12,5,8,18,62,72,87,160,61,76,100,114,1,4,2,81,24,54,55,57,115,306,132,170
"ZT3D7_G8982",66,184,60,145,255,177,744,8440,4834,25786,25042,32232,172,155,172,2042,314,525,3961,3432,2680,23047,22438,15862
"ZT3D7_G8983",9,7,5,2,22,11,77,403,203,658,730,795,4,16,21,167,37,51,197,173,148,1423,736,938
"ZT3D7_G8984",2,15,3,2,3,5,11,93,11,230,200,303,1,7,2,31,12,11,19,33,25,302,215,257
"ZT3D7_G8985",4,7,6,3,12,10,19,120,59,176,158,246,3,5,14,49,28,12,52,60,48,344,175,289
"ZT3D7_G8986",2,11,2,4,12,7,11,242,106,468,474,604,8,10,11,50,11,28,141,103,42,388,366,413
"ZT3D7_G8987",0,2,0,1,2,0,7,33,38,268,264,324,0,0,0,8,2,4,10,17,17,64,72,95
"ZT3D7_G8988",1,5,1,0,6,3,12,78,20,127,204,191,1,5,1,30,11,18,57,37,64,158,127,276
"ZT3D7_G8989",3,9,4,8,3,6,13,104,37,152,123,229,6,9,5,35,8,19,30,41,47,236,157,214
"ZT3D7_G8990",3,1,0,1,9,2,9,149,74,434,495,615,0,2,2,71,10,9,69,35,72,723,671,731
"ZT3D7_G8991",0,0,0,0,0,0,0,6,0,4,1,5,0,0,0,2,0,0,0,3,3,17,15,16
"ZT3D7_G8992",3,0,2,0,4,0,0,39,1,68,52,103,0,0,6,16,0,4,16,4,9,339,245,279
"ZT3D7_G8993",3,35,8,10,9,10,9,29,14,170,444,460,46,46,105,70,31,23,28,16,32,789,355,624
"ZT3D7_G8994",1,1,0,1,5,4,8,50,19,171,214,271,3,3,6,34,14,6,20,29,43,313,213,252
"ZT3D7_G8995",0,8,1,3,7,1,6,26,12,29,60,28,2,5,8,25,10,8,17,21,32,84,47,97
"ZT3D7_G8996",0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,6,2
"ZT3D7_G8997",0,0,1,1,0,0,0,21,6,24,24,23,0,0,7,8,2,11,10,11,14,159,68,126
"ZT3D7_G8998",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,10,0,0,24,11,13,41,45,54
"ZT3D7_G8999",0,0,0,0,0,0,1,27,3,24,16,35,0,0,0,0,0,0,0,2,0,13,41,6
"ZT3D7_G9000",0,0,0,3,1,5,5,57,40,37,51,73,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G9001",0,1,0,3,10,1,18,126,58,37,99,88,0,0,0,0,0,0,0,0,0,3,1,0
"ZT3D7_G9002",8,76,15,15,42,36,135,1228,443,7375,8324,10323,58,55,61,622,70,80,246,254,253,9176,7223,8243
"ZT3D7_G9003",3,7,0,1,7,2,36,192,74,760,894,1120,0,2,3,82,8,16,50,50,39,1052,835,896
"ZT3D7_G9004",2,3,2,0,3,4,30,164,79,617,632,1024,4,4,0,78,9,20,44,34,42,905,650,675
"ZT3D7_G9005",0,1,1,0,1,0,3,9,13,26,19,30,0,2,0,6,3,1,4,3,15,53,26,32
"ZT3D7_G9006",2,0,0,2,6,9,6,59,44,173,205,244,1,2,0,45,16,14,35,42,37,221,183,266
"ZT3D7_G9007",1,6,2,11,12,3,20,170,131,422,301,547,13,7,3,57,10,17,55,65,35,523,262,389
"ZT3D7_G9008",2,15,11,8,24,12,19,379,187,2143,1887,2941,2,8,13,148,22,16,131,106,62,1866,1377,1282
"ZT3D7_G9009",2,33,12,13,21,5,59,376,149,2413,2365,3107,13,26,30,236,21,25,115,97,113,3655,2352,2722
"ZT3D7_G9010",0,0,0,1,1,1,2,945,220,1070,1897,2353,0,3,4,922,5,3,542,118,10,15841,21894,22626
"ZT3D7_G9011",3,16,9,12,9,5,56,1165,706,8937,7559,12634,12,42,32,604,26,34,326,133,267,9829,10962,8916
"ZT3D7_G9012",1,5,4,2,6,6,9,165,58,215,226,283,7,7,22,42,19,16,64,53,49,284,232,358
"ZT3D7_G9013",0,0,0,1,3,0,3,66,21,104,104,188,1,1,0,21,7,5,34,44,24,198,179,156
"ZT3D7_G9014",4,50,12,15,37,21,66,678,347,1924,1927,2652,18,19,41,152,31,43,387,296,249,1760,1624,1340
"ZT3D7_G9015",0,0,0,0,0,0,1,37,14,80,106,108,1,2,0,20,2,2,20,10,11,123,116,185
"ZT3D7_G9016",1,2,0,0,1,2,10,42,19,94,64,142,3,0,0,20,1,6,9,11,14,136,59,100
"ZT3D7_G9017",2,6,1,5,4,5,21,240,146,692,699,910,0,5,8,47,9,11,98,104,78,403,469,554
"ZT3D7_G9018",3,29,12,9,25,16,81,1193,470,3459,3704,5111,17,20,44,336,29,21,554,231,195,4196,4478,4474
"ZT3D7_G9019",0,0,0,1,0,0,0,8,16,8,8,15,0,0,0,1,2,1,6,1,0,17,8,30
"ZT3D7_G9020",2,0,1,4,5,4,32,33,151,276,330,467,2,2,2,99,27,9,58,49,36,516,350,675
"ZT3D7_G9021",1,0,2,14,5,11,46,38,283,108,142,222,4,7,2,127,70,20,132,181,35,225,204,404
