"","3D7_vitro_MM_rep3","3D1_vitro_YSB_rep3","3D1_vitro_MM_rep2","3D7_vitro_YSB_rep1","3D7_vitro_YSB_rep3","3D7_vitro_YSB_rep2","3D7_vitro_MM_rep1","3D7_vitro_MM_rep2","3D1_vitro_MM_rep1","3D1_vitro_MM_rep3","3D1_vitro_YSB_rep1","3D1_vitro_YSB_rep2"
"ZT3D7_G9990",29,6,25,25,13,17,52,32,22,9,10,4
"ZT3D7_G9991",350,328,298,404,372,323,318,343,272,283,470,238
"ZT3D7_G9992",2540,3044,2971,3896,4756,4672,3243,2506,3485,2800,5345,2871
"ZT3D7_G9993",1516,4350,3860,5808,5863,5773,1880,1761,3838,3424,7207,3612
"ZT3D7_G9994",1083,644,1469,878,911,894,1339,1121,1592,1523,1138,591
"ZT3D7_G9995",14,156,71,86,84,65,6,5,83,54,194,152
"ZT3D7_G9996",159,83,274,78,81,83,111,146,257,207,137,87
"ZT3D7_G9997",5232,657,4850,915,950,940,6133,3756,4470,2461,1151,622
"ZT3D7_G9998",268,136,301,219,242,217,275,281,378,271,233,124
"ZT3D7_G9999",170,77,153,261,260,206,155,177,180,132,105,61
"ZT3D7_G10000",558,1437,473,3775,4583,4739,744,497,737,531,1935,1026
"ZT3D7_G10001",10,159,418,2,3,6,17,15,388,444,215,131
"ZT3D7_G10002",159,207,382,219,219,264,331,312,300,321,360,182
"ZT3D7_G10003",30,7,15,10,9,7,20,28,8,12,6,2
"ZT3D7_G10004",25,11,58,27,38,22,17,38,63,30,13,3
"ZT3D7_G10005",2667,3257,2972,3495,3064,2793,3213,3358,2847,2281,4710,2523
"ZT3D7_G10006",364,197,921,547,533,605,470,347,946,971,329,167
"ZT3D7_G10007",162,14,98,126,177,171,155,163,120,82,35,16
"ZT3D7_G10008",64,149,1077,19,21,21,79,64,1042,805,156,78
"ZT3D7_G10009",235,1052,2135,839,1008,917,257,146,2836,2312,1873,943
"ZT3D7_G10010",1632,2148,3384,2210,2193,2043,1658,1709,3796,2749,2866,1568
"ZT3D7_G10011",553,1560,716,1925,1882,1816,602,798,753,562,2204,1402
"ZT3D7_G10012",1071,1220,1417,1600,1671,1345,1149,1171,1637,1507,1939,981
"ZT3D7_G10013",2618,3081,3834,5049,5219,4713,2988,2896,4034,3531,4621,2663
"ZT3D7_G10014",6077,2843,2834,7044,6965,6667,5074,5464,2623,2299,3862,2478
"ZT3D7_G10015",86,164,157,150,147,132,83,69,122,158,244,131
"ZT3D7_G10016",76,65,237,135,129,127,120,104,192,164,98,53
"ZT3D7_G10017",0,84,430,0,0,0,1,0,499,428,116,80
"ZT3D7_G10018",1948,4027,26110,2135,2120,1897,1851,2024,30229,22819,5379,2927
"ZT3D7_G10019",7,78,219,14,11,15,4,7,229,159,120,61
"ZT3D7_G10020",44,124,242,89,88,81,45,60,301,225,195,96
"ZT3D7_G10021",194,133,448,293,253,277,268,242,398,412,258,87
"ZT3D7_G10022",328,130,377,281,310,302,371,264,431,382,222,95
"ZT3D7_G10023",859,1222,969,2275,1916,1951,989,957,842,895,2087,1044
"ZT3D7_G10024",84,46,171,52,55,49,63,50,230,190,106,40
"ZT3D7_G10025",62,21,100,23,24,24,22,21,99,75,31,13
"ZT3D7_G10026",1,1,8,0,0,0,2,0,14,5,0,1
"ZT3D7_G10027",0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G10028",108,243,252,333,279,269,100,89,363,287,344,213
"ZT3D7_G10029",31,68,126,20,25,8,23,39,85,87,115,57
"ZT3D7_G10030",52,50,227,28,36,39,66,80,210,251,59,40
"ZT3D7_G10031",275,240,293,298,309,330,264,229,283,272,285,180
"ZT3D7_G10032",11,81,279,14,14,12,2,15,242,231,107,64
"ZT3D7_G10033",205,363,243,315,421,368,181,158,305,244,597,306
"ZT3D7_G10034",3,8,50,6,11,10,10,8,36,29,5,5
"ZT3D7_G10035",72,31,439,58,72,50,80,64,460,388,63,30
"ZT3D7_G10036",17,6,36,2,4,4,5,12,50,37,10,9
"ZT3D7_G10037",0,0,50,0,1,0,1,0,66,26,2,1
"ZT3D7_G10038",1,6,27,0,0,0,0,0,24,23,13,7
"ZT3D7_G10039",0,3,4,0,0,0,0,0,7,2,3,1
"ZT3D7_G10040",0,0,3,0,0,0,1,0,3,3,0,2
"ZT3D7_G10041",285,417,522,779,727,756,289,245,613,456,673,401
"ZT3D7_G10042",243,775,663,987,1366,1289,400,206,814,694,1101,775
"ZT3D7_G10043",0,9,26,0,0,0,0,0,22,24,17,10
"ZT3D7_G10044",6,10,46,4,10,15,3,2,41,64,31,12
"ZT3D7_G10045",11,13,68,5,8,8,24,11,53,55,22,24
"ZT3D7_G10046",0,4,7,0,0,0,0,0,11,9,0,1
"ZT3D7_G10047",78,14,38,1,7,4,74,60,57,43,19,12
"ZT3D7_G10048",155,15,49,30,21,15,161,119,94,76,48,19
"ZT3D7_G10049",25957,56,640,93,134,135,24732,16947,712,602,91,82
"ZT3D7_G10050",60,98,385,47,55,61,77,43,420,412,141,98
"ZT3D7_G10051",0,87,173,2,1,0,0,3,230,180,99,84
"ZT3D7_G10052",1,76,125,1,0,1,0,0,112,97,81,45
"ZT3D7_G10053",534,800,788,772,707,687,410,465,830,709,1377,693
"ZT3D7_G10054",30,30,362,56,36,42,45,47,458,328,30,9
"ZT3D7_G10055",427,224,420,391,376,307,336,376,417,392,332,161
"ZT3D7_G10056",184,40,98,43,75,74,156,189,101,76,78,46
"ZT3D7_G10057",157,106,226,86,61,60,140,189,233,195,166,94
"ZT3D7_G10058",2172,1321,3751,2416,3041,2370,2782,2164,4386,3278,2294,1386
"ZT3D7_G10059",168,205,254,474,661,499,135,121,231,198,335,197
"ZT3D7_G10060",25,15,63,8,9,16,29,7,47,56,30,13
"ZT3D7_G10061",139,37,204,30,35,44,144,142,218,164,53,40
"ZT3D7_G10062",94,119,129,108,120,95,117,140,95,95,163,89
"ZT3D7_G10063",23,51,61,22,20,13,5,9,108,51,84,55
"ZT3D7_G10064",179,74,210,150,162,132,153,154,232,188,152,80
"ZT3D7_G10065",117,14,81,51,65,70,87,137,44,41,38,20
"ZT3D7_G10066",564,334,541,321,359,313,497,849,246,254,528,329
"ZT3D7_G10067",15,70,168,91,66,69,28,11,132,152,130,53
"ZT3D7_G10068",17,54,61,60,33,36,7,10,55,60,79,32
"ZT3D7_G10069",1019,1070,2725,2441,2920,2932,1225,881,2934,1851,1802,1067
"ZT3D7_G10070",428,46,874,356,464,432,361,501,668,495,64,52
"ZT3D7_G10071",184,275,643,345,303,310,155,226,831,637,372,239
"ZT3D7_G10072",29,53,120,76,79,76,35,36,159,108,87,45
"ZT3D7_G10073",106,118,225,153,177,149,87,109,399,232,232,129
"ZT3D7_G10074",119,106,164,276,302,266,152,153,191,148,214,141
"ZT3D7_G10075",114,25,61,44,65,50,97,94,67,63,39,24
"ZT3D7_G10076",40,28,31,55,65,36,69,95,29,45,66,32
"ZT3D7_G10077",68,103,139,118,132,107,38,46,147,146,148,69
"ZT3D7_G10078",142,45,44,158,175,155,65,94,54,56,58,30
"ZT3D7_G10079",89,24,18,32,33,53,108,83,20,12,35,15
"ZT3D7_G10080",95,15,13,23,31,26,112,134,13,16,27,20
"ZT3D7_G10081",78,26,46,23,35,27,127,71,51,33,51,29
"ZT3D7_G10082",200,44,179,91,127,117,196,174,280,188,116,69
"ZT3D7_G10083",102,159,496,94,138,79,127,115,607,544,250,136
"ZT3D7_G10084",10,105,245,36,22,27,3,14,247,214,179,98
"ZT3D7_G10085",131,356,342,658,747,590,134,167,413,327,488,301
"ZT3D7_G10086",80,119,127,185,186,167,32,62,178,140,158,63
"ZT3D7_G10087",55,38,131,27,37,50,84,40,148,123,57,29
"ZT3D7_G10088",24,4,23,1,3,4,10,7,41,26,3,0
"ZT3D7_G10089",6,0,13,2,0,2,1,2,17,10,0,1
"ZT3D7_G10090",31,18,39,36,50,15,46,29,32,40,32,20
"ZT3D7_G10091",17,9,22,13,10,5,7,4,29,30,13,14
"ZT3D7_G10092",18,40,51,74,61,50,9,12,40,69,83,31
"ZT3D7_G10093",38,131,225,45,40,40,31,12,207,233,156,79
"ZT3D7_G10094",42,143,451,19,36,24,56,24,485,566,256,118
"ZT3D7_G10095",88,25,79,53,92,57,43,81,70,41,43,28
"ZT3D7_G10096",881,2453,1230,1336,1370,1214,896,1239,1186,859,3655,2249
"ZT3D7_G10097",72,39,137,47,52,57,63,54,179,136,73,48
"ZT3D7_G10098",1330,592,3033,2158,2284,2028,1405,939,4163,3203,995,580
"ZT3D7_G10099",35,38,21,346,275,216,26,5,21,31,54,28
"ZT3D7_G10100",22,0,5,26,35,30,26,23,2,7,2,1
"ZT3D7_G10101",2,0,9,3,9,5,3,2,6,4,4,1
"ZT3D7_G10102",120,891,73,771,931,676,148,142,81,53,1698,855
"ZT3D7_G10103",6,4,21,19,13,12,7,19,27,28,17,2
"ZT3D7_G10104",71,14,91,65,65,49,62,63,104,63,23,17
"ZT3D7_G10105",0,0,1,0,0,0,0,0,0,0,0,0
"ZT3D7_G10106",2,1,0,0,0,1,0,0,0,0,0,0
"ZT3D7_G10107",0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G10108",0,0,1,0,0,1,0,1,0,1,0,0
"ZT3D7_G10109",171,218,267,718,716,585,157,138,255,217,340,205
"ZT3D7_G10110",0,0,2,1,3,0,0,0,2,1,0,0
"ZT3D7_G10111",64,246,461,198,219,174,67,47,530,490,457,233
"ZT3D7_G10112",22,28,65,49,49,43,10,21,71,60,28,19
"ZT3D7_G10113",0,1,0,0,0,0,1,0,0,0,1,0
"ZT3D7_G10114",0,0,0,1,0,0,0,0,0,0,0,0
"ZT3D7_G10115",0,0,0,0,0,0,0,0,2,0,0,0
"ZT3D7_G10116",0,1,11,0,0,0,0,0,15,8,4,1
"ZT3D7_G10117",1,0,0,0,0,1,0,0,0,1,0,0
"ZT3D7_G10118",21,26,82,0,2,5,30,33,92,87,38,15
"ZT3D7_G10119",1005,5301,6589,323,313,374,773,1381,6075,4705,6000,3833
"ZT3D7_G10120",26,88,117,76,103,93,25,22,99,105,124,95
"ZT3D7_G10121",4,0,0,30,25,39,9,14,1,0,0,0
"ZT3D7_G10122",2,0,2,4,8,4,1,0,2,3,3,0
"ZT3D7_G10123",3,0,4,1,0,2,2,5,5,12,0,1
"ZT3D7_G10124",132,13,90,18,16,14,112,148,56,51,22,14
"ZT3D7_G10125",755,324,291,2335,2569,2428,627,788,324,262,485,279
"ZT3D7_G10126",0,0,0,0,0,0,0,1,1,1,1,0
"ZT3D7_G10127",744,333,76,609,561,613,705,724,80,61,538,325
"ZT3D7_G10128",297,716,806,610,666,560,298,383,958,668,923,503
"ZT3D7_G10129",16,23,146,8,13,14,30,14,143,165,26,16
"ZT3D7_G10130",8,17,30,2,9,6,16,14,50,48,27,13
"ZT3D7_G10131",49,49,52,24,32,54,49,43,42,47,73,35
"ZT3D7_G10132",43,31,27,57,58,40,42,37,27,15,36,20
"ZT3D7_G10133",96,224,135,374,343,316,87,113,215,166,408,195
"ZT3D7_G10134",32,98,22,233,202,156,11,18,22,21,114,88
"ZT3D7_G10135",159,125,350,213,236,174,147,120,420,382,206,94
"ZT3D7_G10136",728,845,1140,1501,1680,1561,948,709,1327,1054,1410,748
"ZT3D7_G10137",15,52,90,32,49,28,27,26,133,133,99,53
"ZT3D7_G10138",11,3,44,3,7,3,7,6,44,41,9,6
"ZT3D7_G10139",9,4,19,37,47,42,17,22,8,10,4,1
"ZT3D7_G10140",0,28,61,0,0,1,0,0,100,92,25,14
"ZT3D7_G10141",0,144,606,0,1,0,0,1,697,598,189,119
"ZT3D7_G10142",581,830,679,1022,960,995,586,606,813,649,1450,733
"ZT3D7_G10143",1264,1847,2529,1262,1052,1010,1305,1537,2436,2066,3006,1480
"ZT3D7_G10144",16,317,32,565,482,386,27,24,24,43,567,295
"ZT3D7_G10145",44,197,127,157,222,175,31,61,122,151,322,159
"ZT3D7_G10146",152,431,777,1192,1393,1104,102,193,944,707,606,417
"ZT3D7_G10147",174,137,296,193,173,180,288,300,238,244,222,108
"ZT3D7_G10148",255,378,362,635,722,598,231,238,379,324,573,279
"ZT3D7_G10149",1146,1168,1206,2588,2863,2957,1784,1290,1204,1158,2220,1084
"ZT3D7_G10150",0,28,129,0,0,0,0,0,172,158,43,27
"ZT3D7_G10151",43,35,188,60,58,64,49,28,207,220,66,47
"ZT3D7_G10152",39,27,136,42,42,44,71,43,122,142,35,23
"ZT3D7_G10153",196,19,147,39,39,48,164,160,243,168,28,7
"ZT3D7_G10154",66,36,79,82,98,75,68,73,114,78,51,33
"ZT3D7_G10155",669,1008,1449,1166,1364,1222,745,674,1746,1355,1594,1045
"ZT3D7_G10156",1353,1729,181,2489,2639,2570,1489,1413,190,112,3310,1695
"ZT3D7_G10157",466,1289,621,269,262,278,513,611,628,479,2031,1140
"ZT3D7_G10158",0,63,261,0,1,0,0,0,223,204,130,78
"ZT3D7_G10159",423,371,1100,1310,1099,835,312,531,1228,847,547,365
"ZT3D7_G10160",15,11,42,76,63,45,7,8,45,32,7,11
"ZT3D7_G10161",949,1477,1739,1948,2210,1931,1001,1008,2070,1710,2247,1298
"ZT3D7_G10162",277,242,349,365,382,311,226,243,325,315,392,233
"ZT3D7_G10163",1190,30246,2674,69637,60258,50881,1342,2043,2479,1804,42899,29831
"ZT3D7_G10164",97,159,82,94,136,132,103,109,99,49,250,193
"ZT3D7_G10165",358,12,50,24,48,37,220,322,56,53,22,13
"ZT3D7_G10166",2902,132,221,612,760,544,2320,2687,205,223,181,135
"ZT3D7_G10167",85,66,102,26,21,26,69,88,98,65,57,50
"ZT3D7_G10168",47,10,58,12,20,12,55,29,75,55,11,15
"ZT3D7_G10169",141,89,219,84,113,97,126,182,221,181,125,76
"ZT3D7_G10170",317,597,518,649,597,451,283,242,612,523,1010,560
"ZT3D7_G10171",494,420,1076,505,500,437,445,525,858,862,568,362
"ZT3D7_G10172",493,156,381,335,341,266,394,567,341,300,231,150
"ZT3D7_G10173",214,166,688,368,388,313,261,200,762,534,332,222
"ZT3D7_G10174",166,160,758,198,124,158,102,154,644,574,222,146
"ZT3D7_G10175",320,153,524,342,368,292,357,218,531,558,264,110
"ZT3D7_G10176",69,45,208,41,130,74,74,69,221,187,69,43
"ZT3D7_G10177",4,6,28,5,2,0,4,0,23,17,8,3
"ZT3D7_G10178",38,41,297,20,36,29,54,45,391,274,57,50
"ZT3D7_G10179",33,95,121,130,149,128,15,20,186,138,146,76
"ZT3D7_G10180",113,157,210,202,222,184,104,116,203,221,274,165
"ZT3D7_G10181",274,308,691,588,436,420,233,251,749,593,468,247
"ZT3D7_G10182",588,1061,794,1256,1463,1418,583,629,887,635,1846,962
"ZT3D7_G10183",402,137,148,198,232,175,373,367,154,153,258,125
"ZT3D7_G10184",1402,854,1554,1254,1142,983,1455,2186,1466,1479,1282,682
"ZT3D7_G10185",479,165,212,146,234,218,711,622,211,232,409,230
"ZT3D7_G10186",10208,9087,10755,9756,11216,11642,9770,11393,11687,9143,13400,8635
"ZT3D7_G10187",462,180,837,239,240,233,521,517,1146,943,205,154
"ZT3D7_G10188",155,18,142,20,27,20,161,201,182,142,17,9
"ZT3D7_G10189",179,32,59,51,61,55,254,207,112,62,27,22
"ZT3D7_G10190",44,33,104,39,50,33,24,24,150,130,35,19
"ZT3D7_G10191",313,352,477,484,596,488,310,292,564,432,650,354
"ZT3D7_G10192",381,383,684,354,457,419,360,378,651,583,584,362
"ZT3D7_G10193",64,129,194,55,52,63,33,97,243,163,216,123
"ZT3D7_G10194",8,4,15,7,7,4,8,11,37,13,5,7
"ZT3D7_G10195",72,339,278,255,259,218,84,61,386,267,486,365
"ZT3D7_G10196",2106,3358,1240,3843,4226,3986,2132,2606,1617,1037,4757,3057
"ZT3D7_G10197",605,873,693,1084,991,757,452,568,1003,666,1344,716
"ZT3D7_G10198",186,168,172,217,305,236,143,181,244,181,247,132
"ZT3D7_G10199",357,290,401,666,759,646,320,294,571,426,588,265
"ZT3D7_G10200",193,188,269,407,388,387,166,188,301,200,260,147
"ZT3D7_G10201",503,849,509,1582,2262,1910,636,455,583,572,1632,951
"ZT3D7_G10202",684,658,676,1268,1079,911,611,617,841,705,981,520
"ZT3D7_G10203",39,41,117,77,105,87,45,20,111,91,63,49
"ZT3D7_G10204",99,35,98,43,40,57,50,62,98,58,50,33
"ZT3D7_G10205",71,243,156,223,193,189,81,84,201,214,385,254
"ZT3D7_G10206",201,622,341,949,1161,907,253,264,288,337,1123,670
"ZT3D7_G10207",229,57,105,82,66,90,164,213,133,134,66,47
"ZT3D7_G10208",40,25,211,68,54,44,25,45,201,176,41,33
"ZT3D7_G10209",1101,617,1030,949,959,1031,905,991,1040,927,1002,521
"ZT3D7_G10210",163,146,304,160,186,142,148,122,311,322,221,132
"ZT3D7_G10211",0,2,9,2,6,3,0,1,5,4,10,4
"ZT3D7_G10212",2968,13460,26892,9463,10508,11340,3324,2846,18885,23888,22136,11409
"ZT3D7_G10213",1123,1038,3510,2128,1714,1579,1423,845,8963,4723,1646,899
"ZT3D7_G10214",274,157,377,138,137,122,324,271,406,369,310,146
"ZT3D7_G10215",453,95,354,450,505,524,385,332,255,281,150,81
"ZT3D7_G10216",33,26,47,10,2,4,11,20,47,52,33,11
"ZT3D7_G10217",220,142,361,39,48,49,153,128,353,393,222,134
"ZT3D7_G10218",520,640,369,881,873,914,458,475,395,277,983,497
"ZT3D7_G10219",1387,3129,2060,2601,2878,2741,1314,1569,2267,1647,4525,2657
"ZT3D7_G10220",674,1479,1577,1573,1436,1596,708,690,1758,1257,2390,1176
"ZT3D7_G10221",264,46,124,109,108,107,213,283,162,110,68,42
"ZT3D7_G10222",359,429,58,1009,1092,1004,397,301,57,55,750,364
"ZT3D7_G10223",300,337,428,325,333,304,361,252,510,428,604,363
"ZT3D7_G10224",281,204,202,369,471,460,288,227,238,234,373,239
"ZT3D7_G10225",0,22,13,0,0,0,0,0,35,12,42,35
"ZT3D7_G10226",911,590,1122,1104,1120,929,732,813,1759,1163,890,457
"ZT3D7_G10227",485,1754,909,3752,5799,5050,597,480,1033,946,4222,2417
"ZT3D7_G10228",2001,3204,4205,2768,2976,2756,2019,2055,4495,3553,4963,2841
"ZT3D7_G10229",219,464,796,664,577,558,273,305,911,715,663,374
"ZT3D7_G10230",722,579,603,461,562,488,676,914,836,610,706,526
"ZT3D7_G10231",74,15,181,43,52,48,70,48,231,159,35,14
"ZT3D7_G10232",73,61,82,198,215,207,36,50,86,81,72,50
"ZT3D7_G10233",72,405,174,316,280,214,44,67,148,138,470,308
"ZT3D7_G10234",13953,11397,7761,11526,12345,11279,13614,15032,8003,7135,18645,9744
"ZT3D7_G10235",85,164,182,196,179,127,100,63,326,180,270,126
"ZT3D7_G10236",361,265,441,447,431,349,390,322,711,389,364,228
"ZT3D7_G10237",1005,465,1622,541,551,397,906,834,1787,1409,651,370
"ZT3D7_G10238",55,131,345,12,17,17,79,63,409,305,182,115
"ZT3D7_G10239",171,33,64,11,23,23,122,117,70,46,42,28
"ZT3D7_G10240",572,1014,1399,1063,1027,943,656,543,1757,1221,1197,730
"ZT3D7_G10241",83,40,205,95,102,77,114,94,212,150,58,48
"ZT3D7_G10242",575,1461,1238,1734,1431,1046,502,886,1389,976,1588,1068
"ZT3D7_G10243",282,272,37,419,361,408,288,351,56,27,464,251
"ZT3D7_G10244",225,98,276,145,151,136,342,282,325,284,134,72
"ZT3D7_G10245",20,56,78,46,83,44,27,50,116,104,70,39
"ZT3D7_G10246",539,625,318,937,910,838,541,507,480,309,806,421
"ZT3D7_G10247",831,885,1051,1361,1521,1230,876,859,1164,951,1152,673
"ZT3D7_G10248",1237,753,985,1313,1533,1323,1300,1262,1062,867,1457,713
"ZT3D7_G10249",553,770,460,814,773,760,601,658,387,366,1278,629
"ZT3D7_G10250",734,905,892,1062,1337,1345,989,873,1018,854,1651,926
"ZT3D7_G10251",172,114,587,280,364,280,256,187,746,577,227,119
"ZT3D7_G10252",613,878,647,493,581,556,643,659,671,532,1164,697
"ZT3D7_G10253",2,3,17,4,1,4,7,6,17,23,9,5
"ZT3D7_G10254",1,98,141,0,0,0,0,1,194,110,115,67
"ZT3D7_G10255",0,78,140,0,1,1,0,0,192,139,155,65
"ZT3D7_G10256",1,194,529,0,0,0,0,0,697,569,303,188
"ZT3D7_G10257",37,19,10,120,107,96,18,49,8,5,31,20
"ZT3D7_G10258",64,30,9,31,29,11,25,45,5,6,42,31
"ZT3D7_G10259",3,12,17,1,1,0,2,5,19,13,9,6
"ZT3D7_G10260",554,468,565,893,925,833,525,544,562,494,797,380
"ZT3D7_G10261",446,115,280,308,286,275,447,341,328,316,207,92
"ZT3D7_G10262",285,108,206,190,249,239,312,322,256,186,142,104
"ZT3D7_G10263",38,54,252,4,12,12,30,24,300,232,62,39
"ZT3D7_G10264",16,10,36,2,3,6,5,15,30,34,10,10
"ZT3D7_G10265",576,21,2654,16,18,13,507,368,2628,2018,43,20
"ZT3D7_G10266",58,585,191,902,987,926,50,28,209,240,929,598
"ZT3D7_G10267",48,3983,48,7726,8935,7889,42,88,44,33,5612,3936
"ZT3D7_G10268",163,794,201,725,976,858,179,139,178,254,1420,878
"ZT3D7_G10269",26,35,49,80,66,59,28,10,48,54,51,33
"ZT3D7_G10270",210,206,559,191,168,143,132,186,655,603,351,165
"ZT3D7_G10271",265,4,76,6,3,9,273,142,118,41,9,3
"ZT3D7_G10272",1,22,62,7,6,8,5,6,60,55,29,22
"ZT3D7_G10273",94,35,94,25,52,37,153,75,111,106,59,22
"ZT3D7_G10274",604,1875,1180,1609,1398,1224,520,597,1195,1309,2461,1314
"ZT3D7_G10275",107,360,222,378,330,387,140,167,180,209,580,341
"ZT3D7_G10276",191,505,329,644,513,489,155,151,373,309,681,391
"ZT3D7_G10277",122,41,388,39,35,21,101,106,356,289,50,30
"ZT3D7_G10278",313,985,802,1211,979,752,214,341,909,775,1024,601
"ZT3D7_G10279",358,25,42,22,34,31,265,285,48,35,30,23
"ZT3D7_G10280",2076,227,319,350,352,327,2207,1736,389,290,352,199
"ZT3D7_G10281",78,13,41,22,25,16,53,83,16,32,19,19
"ZT3D7_G10282",231,24,104,48,28,38,334,228,96,83,44,37
"ZT3D7_G10283",646,402,680,843,838,714,713,574,715,522,540,339
"ZT3D7_G10284",262,265,309,420,420,430,207,217,364,263,373,228
"ZT3D7_G10285",15,9,87,30,33,27,23,10,93,79,18,12
"ZT3D7_G10286",270,245,453,426,455,370,307,228,607,450,464,220
"ZT3D7_G10287",41,28,78,33,37,24,12,51,77,72,48,29
"ZT3D7_G10288",257,387,367,467,530,445,313,245,475,362,612,341
"ZT3D7_G10289",52,39,145,70,104,116,43,73,139,108,53,47
"ZT3D7_G10290",498,1589,1457,2241,2360,2017,416,425,1696,1569,2289,1705
"ZT3D7_G10291",176,712,768,261,232,212,115,171,856,693,1012,637
"ZT3D7_G10292",22,22,16,22,36,22,10,14,14,8,35,20
"ZT3D7_G10293",1476,3595,2036,5591,6332,6002,1631,1604,2367,1896,6193,3905
"ZT3D7_G10294",0,0,1,0,0,0,0,0,2,3,1,1
"ZT3D7_G10295",43,0,5,2,2,2,13,10,74,8,4,2
"ZT3D7_G10296",231,205,636,1088,1090,980,189,172,891,713,348,189
"ZT3D7_G10297",226,1748,1286,99,128,94,256,198,1441,1123,2467,1544
"ZT3D7_G10298",562,1958,2537,2086,2052,1555,747,658,3278,2521,2874,1614
"ZT3D7_G10299",810,829,701,1046,1142,947,816,750,859,742,1201,726
"ZT3D7_G10300",17384,3619,139,825,897,949,14777,18647,128,116,4882,3228
"ZT3D7_G10301",475,114,131,67,90,59,467,487,232,157,200,136
"ZT3D7_G10302",32,19,59,9,7,7,19,23,138,97,27,26
"ZT3D7_G10303",9,18,75,10,12,9,14,16,102,80,26,19
"ZT3D7_G10304",387,825,1108,829,776,727,376,338,1078,965,1364,651
"ZT3D7_G10305",265,280,374,392,375,279,242,218,395,338,432,186
"ZT3D7_G10306",771,397,2276,494,604,442,683,617,2585,2198,838,413
"ZT3D7_G10307",238,24,3479,14,18,15,151,226,3267,3009,38,31
"ZT3D7_G10308",1202,108,6592,92,99,87,1502,877,9569,6916,167,60
"ZT3D7_G10309",1785,1569,2161,1199,1093,915,1644,1800,2145,1753,1806,1161
"ZT3D7_G10310",761,995,1530,1435,1291,1038,643,745,1786,1662,1434,767
"ZT3D7_G10311",58,21,109,18,21,16,38,37,141,134,24,23
"ZT3D7_G10312",913,1664,1225,1617,1554,1397,837,1075,1328,958,2717,1429
"ZT3D7_G10313",790,673,1407,510,591,490,641,650,1442,1218,1003,507
"ZT3D7_G10314",8726,4058,3836,2864,2749,2417,6425,10548,1912,2426,6035,3530
"ZT3D7_G10315",50,414,100,517,587,495,41,37,71,61,799,425
"ZT3D7_G10316",373,729,291,1111,1120,1182,314,405,329,270,1218,655
"ZT3D7_G10317",40,20,118,30,42,41,23,48,131,75,37,22
"ZT3D7_G10318",62,101,174,105,114,84,58,46,188,171,142,93
"ZT3D7_G10319",1573,3900,2329,3706,4031,3429,1583,1735,2537,2080,6531,3711
"ZT3D7_G10320",2931,3712,2488,6660,8538,7640,3438,3151,2802,2196,7051,3958
"ZT3D7_G10321",260,248,44,248,278,274,269,240,49,34,528,274
"ZT3D7_G10322",7,44,44,3,5,7,4,16,40,39,55,19
"ZT3D7_G10323",613,495,1201,906,1047,1050,642,535,1171,1104,952,462
"ZT3D7_G10324",1282,925,2080,1450,1740,1718,1465,1095,2453,1950,1295,768
"ZT3D7_G10325",450,348,262,545,584,549,395,435,309,253,544,281
"ZT3D7_G10326",22,17,53,20,29,25,12,19,73,46,18,6
"ZT3D7_G10327",355,899,585,1119,1662,1526,369,387,632,554,1422,1013
"ZT3D7_G10328",80,169,140,149,141,117,50,69,160,158,247,184
"ZT3D7_G10329",4,4,5,1,0,0,0,0,5,11,0,1
"ZT3D7_G10330",49,149,211,25,28,22,27,30,238,244,238,121
"ZT3D7_G10331",124,416,188,433,511,501,132,118,216,174,578,344
"ZT3D7_G10332",176,418,202,716,765,605,104,125,256,240,720,368
"ZT3D7_G10333",470,1845,932,2766,2663,2604,411,466,868,834,2486,1546
"ZT3D7_G10334",482,422,508,287,382,340,451,494,534,432,480,331
"ZT3D7_G10335",651,900,956,776,750,664,659,585,1018,955,1279,639
"ZT3D7_G10336",4,4,9,1,1,2,4,1,4,4,6,4
"ZT3D7_G10337",0,1,8,0,0,0,0,0,11,4,0,2
"ZT3D7_G10338",0,2,23,0,0,0,3,0,39,31,4,2
"ZT3D7_G10339",0,24,83,0,0,0,0,0,112,114,53,29
"ZT3D7_G10340",0,12,95,0,0,0,0,0,149,86,33,20
"ZT3D7_G10341",33,47,96,36,49,45,17,30,141,134,54,40
"ZT3D7_G10342",1154,1446,1312,1571,1674,1639,1227,1226,1392,1123,2117,1150
"ZT3D7_G10343",6,2,30,5,5,1,7,10,26,14,4,3
"ZT3D7_G10344",270,769,795,659,561,534,212,214,754,637,1018,550
"ZT3D7_G10345",308,717,997,562,626,528,306,307,1161,963,1094,629
"ZT3D7_G10346",229,731,381,627,564,515,197,180,431,305,1105,566
"ZT3D7_G10347",246,356,253,679,828,784,206,254,255,183,611,360
"ZT3D7_G10348",7,10,4,12,16,5,0,0,5,4,12,3
"ZT3D7_G10349",2,8,8,21,3,4,0,1,7,6,31,7
"ZT3D7_G10350",14,38,18,55,23,23,2,5,18,19,75,33
"ZT3D7_G10351",1389,1263,213,350,251,277,816,1687,245,160,1085,636
"ZT3D7_G10352",99,4,217,74,49,39,74,104,177,186,11,3
"ZT3D7_G10353",334,222,1086,341,306,251,273,303,1365,1113,316,202
"ZT3D7_G10354",221,77,274,71,97,85,282,209,333,189,141,67
